Video_Code,Set,Number,Mom,Neighbour,Seed_Type,Seed_Number,Seed_Mass_mg,Plant_ID,Num_Vals,Velocity_Vals_m_sec,Species,Pappus_base_width_f,Pappus_tip_width_f,Achene_tip_width_f,Achene_mid_width_f,Achene_length_lin_f,Achene_twopt_length_f,Achene_twopt_angle_f,Achene_max_width_f,Pappus_perp_max_length_f,Pappus_base_width_s,Pappus_tip_width_s,Achene_tip_width_s,Achene_mid_width_s,Achene_length_lin_s,Achene_twopt_length_s,Achene_twopt_angle_s,Achene_max_width_s,Pappus_perp_max_length_s,pappus_tip_area,Achene.twopt.angle.dev.max,pap.tip.cyp.max.area.ratio,pap.tip.pap.base.area.ratio,Pap.len.ach.len.ratio,pap.tip.ecc,coneSA
Dfre1m1n4d1,D,1,1,4,d,1,0.022,Dfre1m1n4,22,1.073868039,L. fremontii,0.255,0.676,0.146,0.196,1.09,1.088,172.013,0.232,1.518,0.293,1.051,0.138,0.28,1.108,1.119,167.388,0.305,1.44,0.5580065455380022,12.611999999999995,10.04064443188242,9.509148096098508,1.3457688808007278,0.7657007749229828,0.4772067253352629
Dfre1m1n4d2,D,1,1,4,d,2,0.044,Dfre1m1n4,19,1.235370749,L. fremontii,0.246,0.717,0.147,0.253,1.063,1.071,176.956,0.293,1.345,0.255,0.842,0.141,0.251,1.097,1.103,172.085,0.264,1.274,0.4741558668173583,7.914999999999992,7.804762643499844,9.624007651841223,1.2125,0.5242832375273396,0.42784416123072333
Dfre1m1n4d3,D,1,1,4,d,3,0.027,Dfre1m1n4,21,1.199033034,L. fremontii,0.24,0.769,0.149,0.156,1.152,1.152,178.431,0.232,1.625,0.281,1.041,0.129,0.254,1.171,1.168,173.589,0.284,1.586,0.6287340063464373,6.411000000000001,12.149845191840699,11.870240213523129,1.3822643133878607,0.6740203515571574,0.47895999052662147
Dfre1m1n4r1,D,1,1,4,r,1,0.093,Dfre1m1n4,12,1.635960065,L. fremontii,0.297,0.907,0.173,0.322,1.396,1.392,176.618,0.379,1.455,0.257,0.723,0.146,0.279,1.378,1.402,172.737,0.28,1.407,0.515033485027708,7.263000000000005,6.1794289483603455,8.591243171009706,1.0317231434751262,0.6038032226698323,0.6072592057219832
Dfre1m1n4r2,D,1,1,4,r,2,0.078,Dfre1m1n4,17,1.356833801,L. fremontii,0.317,1,0.134,0.333,1.252,1.261,169.037,0.363,1.268,0.245,0.613,0.173,0.262,1.295,1.306,165.638,0.262,1.317,0.4814490741626675,14.361999999999995,6.445439825037326,7.8928732376231245,1.0149195131527289,0.7900829070420394,0.5677371194960678
Dfre1m1n4r3,D,1,1,4,r,3,0.057,Dfre1m1n4,14,1.447229513,L. fremontii,0.321,0.968,0.136,0.361,1.456,1.466,169.475,0.401,1.305,0.304,0.735,0.202,0.316,1.49,1.514,159.861,0.328,1.288,0.5587950852940533,20.13900000000001,5.409342497414999,7.290949335956714,0.8801765105227428,0.6507436324066643,0.7272422898359082
Dfre1m1n5d1,D,1,1,5,d,1,0.016,Dfre1m1n5,37,0.691760319,L. fremontii,0.226,0.479,0.178,0.232,0.985,0.984,167.846,0.238,1.568,0.242,0.61,0.173,0.255,0.963,0.971,172.207,0.282,1.647,0.22948548936311552,12.153999999999996,4.3535073603909655,5.342463248738389,1.6504106776180698,0.619184038843552,0.36068270872668495
Dfre1m1n5d2,D,1,1,5,d,2,0.035,Dfre1m1n5,16,1.373056241,L. fremontii,0.223,0.956,0.139,0.228,0.956,0.946,170.788,0.252,1.51,0.249,0.948,0.166,0.272,0.945,0.944,171.747,0.292,1.619,0.7117969307091935,9.211999999999989,12.316373124592305,16.321573288670375,1.6459758022093636,0.1290983148162471,0.35531580487703196
Dfre1m1n5d3,D,1,1,5,d,3,0.04,Dfre1m1n5,21,1.085571241,L. fremontii,0.23,0.293,0.163,0.219,0.967,0.967,168.511,0.257,1.625,0.238,0.565,0.175,0.254,0.961,0.974,157.698,0.276,1.668,0.1300187389596391,22.301999999999992,2.3338549596796923,3.0242053343076356,1.70798755186722,0.8550266437463642,0.3569587317611682
Dfre1m1n5r1,D,1,1,5,r,1,0.054,Dfre1m1n5,18,1.242532287,L. fremontii,0.248,0.538,0.179,0.292,1.092,1.091,172.69,0.31,1.219,0.211,0.375,0.193,0.214,1.072,1.082,166.232,0.232,1.207,0.15845407946544562,13.768,2.80520022246941,3.855488457422412,1.1210720887245842,0.7170458313315147,0.3928551227934185
Dfre1m1n5r2,D,1,1,5,r,2,0.051,Dfre1m1n5,15,1.415667166,L. fremontii,0.203,0.871,0.194,0.215,0.984,0.988,170.3,0.229,1.681,0.25,0.834,0.182,0.274,1.026,1.047,162.598,0.289,1.543,0.5705242214662315,17.401999999999987,10.976171408712469,14.3135763546798,1.6039800995024878,0.2883665613529694,0.36074780544814306
Dfre1m1n5r3,D,1,1,5,r,3,0.049,Dfre1m1n5,12,1.557324556,L. fremontii,0.224,0.997,0.179,0.26,0.984,0.99,173.075,0.293,1.493,0.224,0.801,0.155,0.197,1.045,1.064,162.078,0.251,1.537,0.6272166170947533,17.921999999999997,10.858912472974994,15.915915975765303,1.4933464760965995,0.5954258990162461,0.35912904927857764
Dgla1m1n2d1,D,1,1,2,d,1,0.191,Dgla1m1n2,17,1.424317418,L. glaberrima,0.463,0.669,0.467,0.648,2.919,2.921,172.831,0.695,1.29,0.341,0.492,0.224,0.253,2.952,2.953,176.057,0.338,1.233,0.25851223468596035,7.169000000000011,1.4011664041547829,2.0847589670832196,0.42973939703628,0.6776050363836608,1.8685037970034233
Dgla1m1n2d2,D,1,1,2,d,2,0.092,Dgla1m1n2,22,1.08323639,L. glaberrima,0.402,0.667,0.358,0.548,2.615,2.62,176.033,0.596,1.154,0.249,0.338,0.194,0.246,2.578,2.602,175.536,0.287,1.089,0.17706487434531282,4.463999999999999,1.3179968664499688,2.2522527922635818,0.4319275948392066,0.8620950390425026,1.3483307209712416
Dgla1m1n2d3,D,1,1,2,d,3,0.429,Dgla1m1n2,9,2.112953513,L. glaberrima,0.457,0.552,0.429,0.673,3.056,3.066,176.659,0.691,1.396,0.388,0.569,0.258,0.401,3.116,3.117,177.696,0.404,1.398,0.24668413834519398,3.341000000000008,1.1251020905274318,1.7713460714205147,0.4526895657809461,0.2426135209381467,2.0562120208750687
Dgla1m2n4d1,D,1,2,4,d,1,0.172,Dgla1m2n4,13,1.646265559,L. glaberrima,0.393,0.689,0.454,0.587,2.659,2.639,177.418,0.628,1.224,0.388,0.548,0.369,0.43,2.657,2.664,179.576,0.485,1.153,0.29654435535032087,2.5819999999999936,1.2396480399238294,2.4761417591353845,0.4471407072987208,0.6061431257895495,1.6348157917381214
Dgla1m2n4d2,D,1,2,4,d,2,0.194,Dgla1m2n4,13,1.654569684,L. glaberrima,0.327,0.675,0.451,0.546,2.199,2.2,171.484,0.592,1.104,0.273,0.648,0.283,0.375,2.245,2.258,177.326,0.369,1.107,0.34353315667006656,8.515999999999991,2.0023071852340153,4.8996874684948075,0.4975247524752476,0.28000000000000025,1.0515637635393
Ecal1m1n3d1,E,1,1,3,d,1,0.081,Ecal1m1n3,20,1.140211464,L. californica,0.283,0.945,0.186,0.324,1.517,1.518,176.855,0.373,1.798,0.284,1.257,0.171,0.331,1.488,1.491,169.186,0.364,2.041,0.9329469893641713,10.813999999999993,8.748968859558671,14.779587418503958,1.2775374376039934,0.6594026325280812,0.6720660042550599
Ecal1m1n3d2,E,1,1,3,d,2,0.108,Ecal1m1n3,11,1.935088135,L. californica,0.283,0.574,0.176,0.311,1.503,1.51,173.772,0.312,1.971,0.292,0.576,0.168,0.384,1.546,1.578,169.814,0.415,1.965,0.259671482375135,10.186000000000007,2.5534754402224276,4.000968101069751,1.2909150541161036,0.08326096394640184,0.6915649734720337
Ecal1m1n3d3,E,1,1,3,d,3,0.09,Ecal1m1n3,16,1.510510848,L. californica,0.272,0.494,0.165,0.241,1.385,1.389,177.121,0.262,2.144,0.299,1.12,0.196,0.372,1.37,1.364,176.565,0.416,2.12,0.43454509584456885,3.4350000000000023,5.076335877862596,6.80306905370844,1.5477313974591653,0.8974720022919708,0.6213975774157998
Ecal1m1n3r1,E,1,1,3,r,1,0.057,Ecal1m1n3,17,1.458573378,L. californica,0.254,0.91,0.13,0.185,1.58,1.577,175.241,0.287,1.781,0.261,1.023,0.153,0.43,1.633,1.648,169.21,0.465,1.718,0.7311507122516346,10.789999999999992,6.975609756097561,14.042447280296855,1.08901338313103,0.4568561915226943,0.6519100125428096
Ecal1m1n3r2,E,1,1,3,r,2,0.111,Ecal1m1n3,18,1.33514841,L. californica,0.27,0.826,0.127,0.267,1.512,1.541,175.186,0.307,2.082,0.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecal1m1n3r3,E,1,1,3,r,3,0.109,Ecal1m1n3,22,1.157699844,L. californica,0.307,0.919,0.22,0.287,1.487,1.483,170.431,0.304,2.032,0.298,1.064,0.312,0.388,1.519,1.545,163.556,0.398,2.001,0.76797489054069,16.44399999999999,8.081658291457288,10.688149006405355,1.3416500332667995,0.5039688923056476,0.7178195002737898
Ecal1m2n2d1,E,1,2,2,d,1,0.061,Ecal1m2n2,19,1.308619806,L. californica,0.254,0.82,0.168,0.189,1.521,1.54,168.379,0.236,2.045,0.293,1.138,0.244,0.44,1.582,1.602,167.093,0.47,1.871,0.732902150156011,12.90700000000001,8.412910205553553,12.538765418827763,1.2620045117628103,0.6933901080124679,0.6699527908271226
Ecal1m2n2d3,E,1,2,2,d,3,0.061,Ecal1m2n2,19,1.306808766,L. californica,0.292,1.506,0.174,0.347,1.624,1.627,177.109,0.361,1.913,0.307,0.902,0.178,0.47,1.584,1.615,160.304,0.492,1.88,1.0668942899371248,19.695999999999998,7.64819944598338,15.153406809156218,1.1823566084788029,0.8007957115697656,0.7580036468870772
Ecal1m2n2r1,E,1,2,2,r,1,0.079,Ecal1m2n2,25,1.0458234,L. californica,0.271,0.62,0.137,1.731,1.721,1.731,177.814,0.344,2.106,0.276,0.806,0.227,1.786,1.753,1.789,158.2,0.488,2.151,0.3924791702129987,21.80000000000001,2.976791841402974,6.681105941494196,1.2253886010362693,0.6389710663783135,0.7485617149588801
Ecal1m2n2r2,E,1,2,2,r,2,0.072,Ecal1m2n2,30,0.808438501,L. californica,0.256,1.148,0.158,0.191,1.657,1.659,173.207,0.266,2.075,0.254,1.207,0.174,0.447,1.642,1.674,156.903,0.429,1.98,1.0882759695374582,23.09700000000001,12.142559195190772,21.309608759842515,1.2291603516217036,0.3088262382795088,0.6626856034210227
Ecal1m2n2r3,E,1,2,2,r,3,0.112,Ecal1m2n2,14,1.61451884,L. californica,0.304,0.897,0.156,0.346,1.69,1.688,171.743,0.42,2.015,0.304,1.29,0.207,0.444,1.736,1.765,159.882,0.457,2.026,0.9088077768121493,20.117999999999995,6.028602688340107,12.520883829639892,1.1795096322241683,0.718672383351184,0.8212092921762968
Egla1m1n2d1,E,1,1,2,d,1,0.329,Egla1m1n2,16,1.610111499,L. glaberrima,0.336,0.497,0.221,0.4,2.837,2.832,179.189,0.422,1.468,0.471,0.657,0.412,0.605,2.789,2.798,178.313,0.683,1.509,0.2564552768960223,1.6870000000000118,1.13289224428053,2.0632961783439496,0.5291503732669747,0.654029783963265,1.7997786341729856
Egla1m1n2d2,E,1,1,2,d,2,0.145,Egla1m1n2,11,1.829562263,L. glaberrima,0.349,0.578,0.269,0.353,2.337,2.342,177.505,0.424,1.319,0.307,0.625,0.232,0.359,2.266,2.267,176.399,0.39,1.288,0.28372508652734685,3.600999999999999,2.1846274794387996,3.371662171117105,0.5663697588529221,0.38045362398063726,1.1899822791655223
Egla1m1n2d3,E,1,1,2,d,3,0.103,Egla1m1n2,20,1.309731115,L. glaberrima,0.303,0.457,0.37,0.351,2.008,2.016,177.663,0.375,1.205,0.261,0.46,0.225,0.254,2.02,2.019,179.427,0.295,1.127,0.16510640190942247,2.336999999999989,1.9002937853107347,2.658219844973003,0.5789473684210525,0.11402168732124678,0.8955304612569736
Egla1m1n4d1,E,1,1,4,d,1,0.142,Egla1m1n4,20,1.258185202,L. glaberrima,0.265,0.338,0.249,0.306,1.999,2.003,174.375,0.357,0.821,0.293,0.473,0.359,0.51,1.849,1.867,174.977,0.53,1.135,0.12556474597501194,5.625,0.8449553406268168,2.0590379290359975,0.5083160083160083,0.6995458276079096,0.8459317993224325
Egla1m1n4d2,E,1,1,4,d,2,0.213,Egla1m1n4,16,1.537713185,L. glaberrima,0.349,0.502,0.228,0.259,2.531,2.534,178.126,0.356,1.254,0.336,0.571,0.266,0.362,2.359,2.347,177.466,0.41,1.334,0.22512810035258618,2.533999999999992,1.963839408057002,2.4444160185564194,0.5292433537832311,0.47652786169607353,1.3187434784131136
Egla1m1n4d3,E,1,1,4,d,3,0.199,Egla1m1n4,21,1.181593595,L. glaberrima,0.356,0.472,0.215,0.291,2.205,2.226,177.965,0.359,1.171,0.393,0.583,0.422,0.577,2.168,2.174,177.301,0.653,1.221,0.21612272501107044,2.6990000000000123,1.1738238342852998,1.966835348943591,0.5469929110450492,0.5869744052535022,1.2917104021427122
Fcal1m1n5d1,F,1,1,5,d,1,0.028,Fcal1m1n5,25,1.087279106,L. fremontii,0.263,0.401,0.129,0.312,1.135,1.139,171.074,0.335,1.276,0.259,0.394,0.14,0.31,1.118,1.121,171.826,0.347,1.306,0.12408819742782463,8.925999999999988,1.3591466299625794,2.3194503574731713,1.1460275188637372,0.186032238419534,0.4649351642348371
Fcal1m1n5d2,F,1,1,5,d,2,0.058,Fcal1m1n5,28,0.926578331,L. fremontii,0.252,0.52,0.132,0.241,1.09,1.092,175.482,0.287,1.28,0.275,0.522,0.192,0.326,1.136,1.142,169.641,0.34,1.399,0.2131884774726174,10.359000000000009,2.7817175650748105,3.916883116883117,1.2035040431266848,0.08745373341389465,0.46410113893556976
Fcal1m1n5d3,F,1,1,5,d,3,0.043,Fcal1m1n5,14,1.659710373,L. fremontii,0.225,0.501,0.147,0.265,1.049,1.052,175.819,0.295,1.277,0.21,0.371,0.121,0.198,1.023,1.027,174.469,0.262,1.234,0.14598274202885672,5.531000000000006,2.4048518566438086,3.933777777777778,1.2118725868725868,0.6720354654377314,0.3559934543557298
Fcal1m1n5r1,F,1,1,5,r,1,0.068,Fcal1m1n5,15,1.415839082,L. fremontii,0.354,0.418,0.205,0.394,1.583,1.587,172.415,0.449,0.147,0.311,0.417,0.268,0.436,1.955,2.001,155.899,0.459,0.245,0.1368996122691646,24.101,0.8457720133339153,1.5832470434356096,0.11079706048615036,0.06913006352535815,0.9289381295933179
Fcal1m1n5r3,F,1,1,5,r,3,0.085,Fcal1m1n5,13,1.586471711,L. fremontii,0.282,0.389,0.162,0.292,1.349,1.359,167.181,0.328,0.184,0.302,0.371,0.185,0.319,1.331,1.36,154.508,0.35,0.233,0.11334787754336381,25.49199999999999,1.2571341463414634,1.6946010051195346,0.15559701492537317,0.3006723191200712,0.6184313806444879
Fcal1m2n1d1,F,1,2,1,d,1,0.09,Fcal1m2n1,15,1.543032908,L. californica,0.29,0.802,0.193,0.409,1.453,1.456,178.554,0.432,1.953,0.264,0.385,0.171,0.267,1.4,1.399,175.96,0.3,1.857,0.2425073909122461,4.039999999999992,2.3824845679012348,4.033045977011495,1.3354363827549949,0.8772411967145647,0.6239344966942305
Fcal1m2n1d2,F,1,2,1,d,2,0.096,Fcal1m2n1,19,1.308982739,L. californica,0.272,1.788,0.206,0.258,1.398,1.406,176.647,0.268,2.142,0.33,1.067,0.22,0.429,1.43,1.422,168.681,0.474,1.897,1.4983794745370969,11.318999999999988,15.018231626676743,21.254411764705882,1.4282178217821782,0.8024226410692997,0.6738203342980166
Fcal1m2n1d3,F,1,2,1,d,3,0.09,Fcal1m2n1,14,1.604445509,L. californica,0.298,0.719,0.221,0.417,1.406,1.398,173.778,0.454,2.098,0.254,0.749,0.177,0.269,1.385,1.385,174.883,0.272,2.151,0.42296125833261905,6.222000000000008,4.360998639543922,7.114767742958304,1.522393407380867,0.28018303635940556,0.6088844660358633
Fcal1m2n1r1,F,1,2,1,r,1,0.114,Fcal1m2n1,19,1.31000628,L. californica,0.284,0.483,0.232,0.367,1.487,1.493,176.113,0.398,2.06,0.296,1.248,0.286,0.403,1.581,1.523,162.496,0.427,2.026,0.47342544652539864,17.50399999999999,3.546914902380756,7.170536733917016,1.3318122555410692,0.9220716431030687,0.7019717303378505
Fcal1m2n1r2,F,1,2,1,r,2,0.097,Fcal1m2n1,15,1.55345165,L. californica,0.29,1.889,0.185,0.38,1.456,1.463,179.184,0.41,1.573,0.268,1.008,0.215,0.267,1.477,1.499,159.691,0.303,1.611,1.4954860677031405,20.308999999999997,15.327312243419463,24.49963973237262,1.0855779065802933,0.8457270937402817,0.6458399865697644
Fcal1m2n1r3,F,1,2,1,r,3,0.086,Fcal1m2n1,16,1.4342687,L. californica,0.261,2.303,0.196,0.218,1.48,1.488,168.115,0.248,1.679,0.274,1.813,0.238,0.374,1.471,1.487,164.506,0.389,1.808,3.2793035821619543,15.494,43.28031967824861,58.38491763850434,1.1816333446289393,0.6166543296250825,0.622618316308132
Ffre1m1n4d1,F,1,1,4,d,1,0.034,Ffre1m1n4,28,0.97637503,L. fremontii,0.237,0.75,0.138,0.168,0.906,0.918,168.228,0.284,1.301,0.282,1.483,0.143,0.277,0.918,0.925,171.267,0.319,1.293,0.8735591072388695,11.771999999999991,12.277032098547402,16.641978633629595,1.4221491228070173,0.8626908620065501,0.3761442457825579
Ffre1m1n4d2,F,1,1,4,d,2,0.031,Ffre1m1n4,24,1.100101877,L. fremontii,0.25,0.577,0.157,0.173,0.959,0.968,176.193,0.251,1.454,0.293,0.765,0.148,0.299,0.986,0.994,164.572,0.331,1.368,0.34667867631447347,15.427999999999997,5.312947605348995,6.026006825938567,1.4508997429305914,0.6565892188930695,0.4193708590670046
Ffre1m1n4d3,F,1,1,4,d,3,0.034,Ffre1m1n4,32,0.794098826,L. fremontii,0.271,0.658,0.122,0.238,0.965,0.971,170.662,0.28,1.457,0.277,0.907,0.175,0.244,0.947,0.952,175.262,0.282,1.439,0.4687303363046084,9.337999999999994,7.5583333333333345,7.9503110554571235,1.5146443514644352,0.6882552889213324,0.41567562427244265
Ffre1m1n4r1,F,1,1,4,r,1,0.045,Ffre1m1n4,28,0.965802889,L. fremontii,0.248,0.741,0.186,0.257,1.049,1.06,173.13,0.28,1.207,0.255,0.983,0.136,0.254,0.839,0.875,152.003,0.3,1.01,0.5720863784132292,27.997000000000014,8.671464285714285,11.518074003795064,1.1742584745762712,0.6570868802235409,0.3762433852157354
Ffre1m1n4r2,F,1,1,4,r,2,0.032,Ffre1m1n4,30,0.884977065,L. fremontii,0.268,0.667,0.152,0.228,1.055,1.041,170.545,0.289,1.092,0.261,0.626,0.143,0.244,1.056,1.067,175.601,0.291,1.053,0.327936719941319,9.455000000000013,4.964886621719642,5.9693200663349915,1.0161061108479394,0.3451956838516889,0.44198157075306976
Ffre1m1n4r3,F,1,1,4,r,3,0.04,Ffre1m1n4,18,1.356233415,L. fremontii,0.25,0.79,0.156,0.277,1.048,1.053,175.134,0.316,1.293,0.264,0.452,0.145,0.274,1.031,1.047,163.299,0.309,1.335,0.28044997618597933,16.700999999999993,3.6569579288025893,5.410303030303031,1.2640692640692643,0.8201476725412783,0.42290844720440385
Ffre1m2n3d1,F,1,2,3,d,1,0.066,Ffre1m2n3,20,1.317708523,L. fremontii,0.263,0.392,0.181,0.292,0.96,0.962,177.259,0.33,1.453,0.295,0.599,0.199,0.305,1.001,1.006,175.614,0.344,1.477,0.1844177719510402,4.385999999999996,2.0684284707540526,3.0264613005091197,1.4941356450790415,0.7561277509671737,0.4343620563694214
Ffre1m2n3d2,F,1,2,3,d,2,0.06,Ffre1m2n3,18,1.331175316,L. fremontii,0.253,0.743,0.159,0.25,0.924,0.923,176.84,0.307,1.594,0.321,0.596,0.219,0.339,0.925,0.927,173.076,0.388,1.602,0.3477962979009881,6.924000000000007,3.7176197991873465,5.4526738330070295,1.728501892915089,0.597117971157124,0.42311428776188503
Ffre1m2n3d3,F,1,2,3,d,3,0.062,Ffre1m2n3,19,1.19975774,L. fremontii,0.224,0.514,0.17,0.248,0.961,0.96,175.359,0.306,1.607,0.285,0.538,0.187,0.334,0.98,0.984,169.695,0.35,1.454,0.2171877249206375,10.305000000000007,2.5819981325863686,4.331641604010026,1.577022153529109,0.2953460827664122,0.39260660773318956
Ffre1m2n3r1,F,1,2,3,r,1,0.035,Ffre1m2n3,27,0.880225255,L. fremontii,0.195,0.507,0.138,0.206,0.996,1.019,169.503,0.248,0.83,0.246,0.587,0.131,0.241,1.013,1.013,176.382,0.288,0.916,0.2337415620105666,10.497000000000014,4.166792674731183,6.2040650406504065,0.8690890990542559,0.5039826122548713,0.3511241173100061
Ffre1m2n3r2,F,1,2,3,r,2,0.032,Ffre1m2n3,23,1.060123687,L. fremontii,0.24,0.464,0.144,0.256,0.998,1.014,175.91,0.305,1.043,0.218,0.666,0.132,0.212,0.992,0.989,171.818,0.232,0.954,0.24270688204574906,8.181999999999988,4.367213114754099,5.906422018348624,1.0035175879396985,0.7173658151960624,0.3604727909587552
Ffre1m2n3r3,F,1,2,3,r,3,0.061,Ffre1m2n3,18,1.303363538,L. fremontii,0.279,0.914,0.179,0.29,0.855,0.861,171.404,0.307,1.492,0.305,0.903,0.18,0.282,0.897,0.9,171.844,0.307,1.425,0.6482220909748194,8.596000000000004,8.757037209943872,9.699065750044069,1.6649543378995433,0.154677666110819,0.407519369189063
Gcal1m1n4d1,G,1,1,4,d,1,0.052,Gcal1m1n4,23,1.010452287,L. californica,0.273,0.817,0.205,0.37,1.394,1.405,172.266,0.419,1.615,0.23,0.703,0.176,0.207,1.382,1.383,174.723,0.249,1.66,0.4510942205455175,7.734000000000009,5.505084778253827,9.147173116738333,1.1797550432276658,0.5095093558187591,0.5515561283163195
