Video_Code,Set,Number,Mom,Neighbour,Seed_Type,Seed_Number,Seed_Mass_mg,Plant_ID,Num_Vals,Velocity_Vals_m_sec,Species,Pappus_base_width_f,Pappus_tip_width_f,Achene_tip_width_f,Achene_mid_width_f,Achene_length_lin_f,Achene_twopt_length_f,Achene_twopt_angle_f,Achene_max_width_f,Pappus_perp_max_length_f,Pappus_base_width_s,Pappus_tip_width_s,Achene_tip_width_s,Achene_mid_width_s,Achene_length_lin_s,Achene_twopt_length_s,Achene_twopt_angle_s,Achene_max_width_s,Pappus_perp_max_length_s,pappus_tip_area,Achene.twopt.angle.dev.max,pap.tip.cyp.max.area.ratio,pap.tip.pap.base.area.ratio,Pap.len.ach.len.ratio,pap.tip.ecc,coneSA
Gcal1m1n4d2,G,1,1,4,d,2,0.025,Gcal1m1n4,39,0.706730526,L. californica,0.265,1.002,0.161,0.43,1.262,1.267,170.114,0.434,1.255,0.205,0.517,0.138,0.2,1.227,1.24,165.318,0.232,1.216,0.40686295217746055,14.681999999999988,5.144942793580169,9.535830648872528,0.9927681799919648,0.8566078198708649,0.46324986233373827
Gcal1m1n4d3,G,1,1,4,d,3,0.053,Gcal1m1n4,25,0.967851126,L. californica,0.273,0.933,0.21,0.34,1.425,1.426,174.236,0.371,1.727,0.244,1.006,0.197,0.198,1.435,1.436,178.968,0.228,1.743,0.7371731453685668,5.76400000000001,11.096112923818982,14.090524229868494,1.2132867132867131,0.3739834243520136,0.5834635359018658
Gcal1m1n4r1,G,1,1,4,r,1,0.036,Gcal1m1n4,18,1.276162425,L. californica,0.227,0.511,0.149,0.194,1.312,1.323,167.778,0.219,1.192,0.177,0.913,0.161,0.362,1.409,1.429,158.066,0.388,1.273,0.36642201534595986,21.933999999999997,5.490549828178694,11.611613031683216,0.9059169423006247,0.8286998183718877,0.43449872156818814
Gcal1m1n4r2,G,1,1,4,r,2,0.075,Gcal1m1n4,24,1.054341133,L. californica,0.264,1.135,0.229,0.38,1.392,1.394,169.619,0.434,1.608,0.23,0.85,0.166,0.273,1.321,1.326,168.615,0.279,1.745,0.7577128781377381,11.384999999999991,7.9674776605057565,15.888504611330697,1.2359012163656469,0.662684517300366,0.5290861507045205
Gcal1m1n4r3,G,1,1,4,r,3,0.037,Gcal1m1n4,18,1.330531048,L. californica,0.223,0.59,0.107,0.274,1.387,1.388,168.986,0.31,1.184,0.194,0.465,0.162,0.153,1.416,1.417,176.043,0.216,1.165,0.21547398612810414,11.01400000000001,4.097222222222223,6.341593083999815,0.8380306814127721,0.6155016545056757,0.46081928623413854
Gcal1m2n5d1,G,1,2,5,d,1,0.032,Gcal1m2n5,27,1.014449789,L. californica,0.275,0.89,0.182,0.41,1.557,1.554,175.139,0.461,1.84,0.261,0.578,0.169,0.238,1.516,1.525,177.536,0.295,1.818,0.4040245232149419,4.86099999999999,3.7826390676127795,7.167119470567745,1.1903677188415231,0.7604143748390984,0.6493882216245166
Gcal1m2n5d2,G,1,2,5,d,2,0.023,Gcal1m2n5,52,0.587731656,L. californica,0.226,0.483,0.151,0.184,1.428,1.431,177.168,0.236,1.841,0.247,0.775,0.176,0.355,1.506,1.509,175.779,0.387,1.854,0.29399416751376917,4.221000000000004,4.09850873735383,6.705689513095195,1.2593728698023177,0.7820419388835466,0.5470108773488295
Gcal1m2n5d3,G,1,2,5,d,3,0.042,Gcal1m2n5,29,0.906770508,L. californica,0.24,0.749,0.149,0.218,1.509,1.511,177.979,0.281,1.684,0.272,0.608,0.181,0.376,1.494,1.49,176.464,0.405,1.67,0.3576640404259143,3.5360000000000014,4.001511357145994,6.9759803921568615,1.1168831168831168,0.5840064752779323,0.6065538024524608
Gcal1m2n5r1,G,1,2,5,r,1,0.065,Gcal1m2n5,12,1.677555309,L. californica,0.259,0.813,0.114,0.241,1.474,1.487,170.07,0.29,1.597,0.222,0.759,0.168,0.375,1.504,1.534,160.441,0.408,1.548,0.4846432884932051,19.558999999999997,5.2152383367139965,10.731973286027339,1.0560779046339825,0.3583707909130324,0.5651541300620826
Gcal1m2n5r2,G,1,2,5,r,2,0.067,Gcal1m2n5,21,1.146522757,L. californica,0.227,0.552,0.155,0.22,1.518,1.528,168.503,0.237,1.659,0.252,0.911,0.155,0.342,1.547,1.543,172.278,0.398,1.751,0.3949547452240277,11.497000000000014,5.331213027161122,8.790853786448501,1.1125611745513866,0.7955198310268674,0.5786770804697912
Gfre1m1n1d1,G,1,1,1,d,1,0.035,Gfre1m1n1,26,0.938598581,L. californica,0.241,0.551,0.165,0.26,1.276,1.281,177.057,0.258,1.773,0.173,0.55,0.158,0.316,1.488,1.501,173.651,0.32,1.578,0.2380149134176124,6.3489999999999895,3.6706637596899228,7.268606240855782,1.2123733719247467,0.060220181571823135,0.4535995206373726
Gfre1m1n1d2,G,1,1,1,d,2,0.064,Gfre1m1n1,18,1.293155061,L. californica,0.244,0.684,0.166,0.203,1.322,1.326,172.865,0.218,1.759,0.272,1.65,0.209,0.364,1.418,1.426,171.812,0.367,1.613,0.8864003672104185,8.187999999999988,14.106442016848737,17.005183220829313,1.2306569343065692,0.9100286073062223,0.5580657448613918
Gfre1m1n1d3,G,1,1,1,d,3,0.045,Gfre1m1n1,17,1.304316371,L. californica,0.252,0.546,0.168,0.305,1.289,1.296,177.116,0.319,1.504,0.266,0.854,0.2,0.303,1.309,1.319,174.32,0.335,1.455,0.3662185972216399,5.680000000000007,4.3632994900107605,6.9561403508771935,1.1389530408006159,0.7689206163644966,0.5311931324320063
Gfre1m1n1r1,G,1,1,1,r,1,0.056,Gfre1m1n1,16,1.348115516,L. californica,0.215,1.098,0.225,0.225,1.345,1.37,178.169,0.256,1.831,0.37,1.006,0.184,0.355,1.422,1.43,171.043,0.453,1.629,0.8675413865109177,8.956999999999994,9.524937913907284,13.885455688246386,1.2504517528008674,0.4006954780153759,0.6499840463801179
Gfre1m1n1r2,G,1,1,1,r,2,0.071,Gfre1m1n1,19,1.17499145,L. californica,0.262,0.781,0.183,0.303,1.284,1.294,174.872,0.347,1.805,0.204,0.716,0.256,0.212,1.283,1.313,157.724,0.268,1.802,0.4391915113792284,22.27600000000001,6.01311884382124,10.462430773836251,1.4051421893260616,0.39940780248236846,0.4734553849373322
Gfre1m1n1r3,G,1,1,1,r,3,0.053,Gfre1m1n1,18,1.206910343,L. californica,0.215,0.582,0.264,0.235,1.312,1.336,169.671,0.251,1.731,0.249,1.365,0.177,0.324,1.386,1.402,173.302,0.353,1.737,0.6239438629478758,10.329000000000008,8.966174960215794,14.839450826562059,1.2853965900667161,0.9045471412441716,0.4940663116465834
Gfre1m2n4d1,G,1,2,4,d,1,0.051,Gfre1m2n4,20,1.22893859,L. californica,0.243,0.393,0.155,0.184,1.408,1.418,175.71,0.217,2.305,0.279,1.487,0.212,0.385,1.449,1.456,172.906,0.416,2.246,0.45897961810602844,7.093999999999994,6.473668468628146,8.619717686623302,1.5929296464823242,0.964443115061664,0.5887684522283241
Gfre1m2n4d2,G,1,2,4,d,2,0.057,Gfre1m2n4,22,1.10056418,L. californica,0.265,1.383,0.167,0.344,1.454,1.459,179.989,0.371,2.148,0.273,1.175,0.193,0.179,1.432,1.429,174.311,0.307,2.262,1.2762916504750226,5.688999999999993,14.26749607101153,22.462160481028402,1.528066528066528,0.5274238412963034,0.6124068845046229
Gfre1m2n4d3,G,1,2,4,d,3,0.136,Gfre1m2n4,10,1.774935067,L. californica,0.285,1.544,0.186,0.353,1.55,1.566,177.717,0.368,2.012,0.298,0.589,0.198,0.356,1.517,1.563,154.132,0.383,2.076,0.7142536561643009,25.867999999999995,6.452321489385856,10.707829977628638,1.3328985979784806,0.9243784612439873,0.7054188128585928
Gfre1m2n4r1,G,1,2,4,r,1,0.046,Gfre1m2n4,17,1.289129978,L. californica,0.239,1.053,0.116,0.266,1.404,1.422,174.035,0.295,2.185,0.202,0.666,0.198,0.199,1.393,1.406,172.541,0.234,2.144,0.55079816119434,7.459000000000003,10.159322033898306,14.526243837772897,1.5477297104040046,0.7745778072330493,0.48672248795286455
Gfre1m2n4r2,G,1,2,4,r,2,0.047,Gfre1m2n4,21,1.188697476,L. californica,0.228,0.629,0.1,0.231,1.341,1.355,176.611,0.298,2.414,0.289,1.363,0.182,0.429,1.389,1.399,169.895,0.452,2.362,0.6733430512310885,10.10499999999999,6.364903189404289,13.01109391124871,1.7494505494505495,0.8871495593487527,0.5586091885801636
Gfre1m2n4r3,G,1,2,4,r,3,0.116,Gfre1m2n4,16,1.345199146,L. californica,0.246,0.556,0.164,0.28,1.174,1.178,175.156,0.304,2.173,0.237,1.714,0.192,0.243,1.246,1.252,170.255,0.256,2.138,0.7484718833472032,9.745000000000005,12.245374177631579,16.34564851977634,1.781404958677686,0.9459243183700766,0.46132863106795713
Ggla1m1n4d1,G,1,1,4,d,1,0.17,Ggla1m1n4,13,1.724388285,L. glaberrima,0.362,0.508,0.388,0.516,1.946,1.947,177.597,0.544,1.126,0.246,0.408,0.197,0.263,1.975,1.979,176.003,0.341,1.118,0.16278476493841945,3.997000000000014,1.1173020527859236,2.3274491308449,0.5723029839326701,0.595777399622896,0.9473539760197048
Ggla1m1n4d2,G,1,1,4,d,2,0.096,Ggla1m1n4,23,1.079697491,L. glaberrima,0.264,0.369,0.376,0.479,1.686,1.692,176.693,0.497,1.063,0.204,0.277,0.21,0.367,1.741,1.741,179.989,0.378,1.022,0.08027790247534868,3.306999999999988,0.5440739676152151,1.8978943850267382,0.6084038517653925,0.6606688132657451,0.6338402264462549
Ggla1m1n4d3,G,1,1,4,d,3,0.183,Ggla1m1n4,13,1.683182007,L. glaberrima,0.373,0.669,0.454,0.574,1.989,1.994,175.183,0.594,1.16,0.305,0.743,0.24,0.296,1.961,2.002,178.429,0.323,1.111,0.3903955088855051,4.817000000000007,2.590752728523626,4.369243616226432,0.5749367088607594,0.43505523058583234,1.0581320512586903
Ggla1m1n5d1,G,1,1,5,d,1,0.114,Ggla1m1n5,21,1.178399449,L. glaberrima,0.309,0.396,0.394,0.483,2.04,2.051,168.708,0.5,1.012,0.261,0.411,0.228,0.343,2.019,2.024,173.865,0.34,1.011,0.12782826348192353,11.292000000000002,0.9573882352941178,2.0180783394710415,0.4983986203498398,0.26769519446558,0.912381021158292
Ggla1m1n5d2,G,1,1,5,d,2,0.114,Ggla1m1n5,19,1.277047405,L. glaberrima,0.286,0.51,0.321,0.433,1.925,1.945,165.283,0.435,0.974,0.211,0.351,0.209,0.249,1.943,1.947,175.51,0.266,0.969,0.14059412522978645,14.717000000000013,1.5470572984184596,2.966393795777682,0.5023267838676319,0.7254875463650605,0.7607220026678038
Ggla1m1n5d3,G,1,1,5,d,3,0.094,Ggla1m1n5,20,1.233277665,L. glaberrima,0.295,0.571,0.388,0.482,1.916,1.916,172.211,0.487,1.001,0.237,0.537,0.212,0.181,1.96,1.962,178.203,0.251,0.971,0.24082428264808523,7.788999999999987,2.5084630676472752,4.3857112207680755,0.5087719298245614,0.33991727027703217,0.8140312325897757
Hcal1m1n1d1,H,1,1,1,d,1,0.069,Hcal1m1n1,24,1.087551933,L. californica,0.309,0.46,0.201,0.339,1.309,1.325,167.471,0.386,1.596,0.271,0.744,0.179,0.239,1.426,1.435,167.4,0.295,1.517,0.26879466744116043,12.599999999999994,3.0055326249231578,4.0869845591659795,1.1382084095063987,0.7859582517243383,0.6270731195789345
Hcal1m1n1d2,H,1,1,1,d,2,0.087,Hcal1m1n1,21,1.194733352,L. californica,0.302,1,0.211,0.365,1.38,1.387,168.083,0.376,1.847,0.272,1.021,0.174,0.264,1.453,1.472,167.949,0.319,1.738,0.8018915248288474,12.050999999999988,8.512305742679915,12.429392286716007,1.2654429932933284,0.2017748634327847,0.6422735728535203
Hcal1m1n1d3,H,1,1,1,d,3,0.073,Hcal1m1n1,19,1.237611471,L. californica,0.313,1.005,0.222,0.345,1.385,1.404,172.693,0.372,1.696,0.31,0.709,0.177,0.332,1.409,1.41,177.256,0.378,1.684,0.5596315343380716,7.306999999999988,5.067310974569039,7.3435535401422225,1.2097351467430206,0.7087371576995187,0.6877952670749534
Hcal1m1n1r1,H,1,1,1,r,1,0.098,Hcal1m1n1,17,1.343102874,L. californica,0.23,0.778,0.143,0.304,1.454,1.451,178.741,0.324,1.559,0.222,0.637,0.219,0.37,1.48,1.509,158.826,0.414,1.574,0.38923233420551345,21.174000000000007,3.694653187809388,9.705953779866823,1.0678254942058623,0.5741272749091059,0.522367607740539
Hcal1m1n1r2,H,1,1,1,r,2,0.093,Hcal1m1n1,15,1.496621875,L. californica,0.239,0.688,0.287,0.368,1.473,1.488,162.877,0.393,1.785,0.258,0.701,0.216,0.269,1.55,1.574,168.513,0.295,1.676,0.37878810942865343,17.12299999999999,4.159986199163324,7.821478382147838,1.1448891829308634,0.19169234978979854,0.5922038942832437
Hcal1m1n1r3,H,1,1,1,r,3,0.061,Hcal1m1n1,22,1.146830414,L. californica,0.239,0.587,0.211,0.251,1.355,1.364,172.515,0.283,1.575,0.327,0.621,0.299,0.387,1.346,1.358,166.03,0.4,1.61,0.2862988363088005,13.969999999999999,3.2202031802120143,4.664273924225557,1.1791928915216587,0.3263482780262393,0.6071270943580788
Hcal1m2n3d1,H,1,2,3,d,1,0.092,Hcal1m2n3,11,1.77706008,L. californica,0.319,0.903,0.216,0.371,1.308,1.316,167.033,0.386,1.609,0.27,0.209,0.151,0.275,1.309,1.293,159.068,0.343,1.657,0.14822583918351998,20.931999999999988,1.425452046103415,2.1911877394636012,1.2479938861291555,0.9728466293787021,0.6101338382866961
Hcal1m2n3d2,H,1,2,3,d,2,0.082,Hcal1m2n3,17,1.449603608,L. californica,0.269,0.761,0.175,0.227,1.324,1.324,180,0.306,1.5,0.321,0.559,0.186,0.37,1.325,1.328,177.423,0.403,1.477,0.33410759331113316,2.576999999999998,3.4496099515074845,4.926507544962884,1.123820309550774,0.6785439670956872,0.6186884211545175
Hcal1m2n3d3,H,1,2,3,d,3,0.097,Hcal1m2n3,20,1.272276702,L. californica,0.255,0.346,0.176,0.318,1.37,1.376,177.834,0.343,1.41,0.295,0.626,0.196,0.285,1.369,1.372,177.186,0.323,1.368,0.17011410059924492,2.813999999999993,1.955031636714836,2.879308740445331,1.0142387732749178,0.8333699087265493,0.5953108420473491
Hcal1m2n3r1,H,1,2,3,r,1,0.1,Hcal1m2n3,20,1.182648507,L. californica,0.249,0.774,0.187,0.331,1.304,1.313,170.757,0.36,1.493,0.252,1.159,0.244,0.342,1.411,1.429,166.759,0.373,1.361,0.7045539888463417,13.241000000000014,6.680563002680965,14.296328169822146,1.0511970534069983,0.7443254279735391,0.5364286058137301
Hcal1m2n3r2,H,1,2,3,r,2,0.102,Hcal1m2n3,20,1.239750959,L. californica,0.283,1.339,0.178,0.393,1.285,1.294,170.647,0.454,1.584,0.254,1.231,0.251,0.247,1.175,1.182,171.329,0.283,1.568,1.2945788613115699,9.353000000000009,12.829104465995236,22.930761525834008,1.2813008130081303,0.39345753102641107,0.5222068159575182
Hcal1m2n3r3,H,1,2,3,r,3,0.053,Hcal1m2n3,32,0.892458722,L. californica,0.335,1.314,0.151,0.342,1.619,1.617,169.796,0.456,1.595,0.343,0.527,0.193,0.351,1.605,1.634,162.304,0.409,1.559,0.543870949393174,17.695999999999998,3.712939132672757,6.026526260824159,0.9782878411910669,0.9160494012933376,0.8631509170127096
Hfre1m2n2d1,H,1,2,2,d,1,0.047,Hfre1m2n2,18,1.349683121,L. fremontii,0.243,0.479,0.13,0.255,1.043,1.05,174.881,0.281,1.493,0.276,1.104,0.184,0.274,1.024,1.034,175.052,0.29,1.436,0.41533111517521243,5.119,6.489336114860721,7.884773662551441,1.417029511369134,0.9009722039890291,0.42498650287979206
Hfre1m2n2d2,H,1,2,2,d,2,0.059,Hfre1m2n2,14,1.669296824,L. fremontii,0.264,0.431,0.152,0.277,1.049,1.056,173.705,0.294,1.538,0.276,0.632,0.202,0.308,1.06,1.071,172.643,0.328,1.575,0.21393617652417182,7.356999999999999,2.8247054919528787,3.7383618796662272,1.476055002370792,0.7313875826306309,0.45093145899907977
Hfre1m2n2d3,H,1,2,2,d,3,0.058,Hfre1m2n2,16,1.509302124,L. fremontii,0.253,0.758,0.182,0.231,1.048,1.051,175.845,0.286,1.541,0.264,0.724,0.19,0.263,1.062,1.064,173.751,0.314,1.53,0.43102022888724084,6.248999999999995,6.110997282971805,8.216433105761169,1.4554502369668243,0.2961381470860358,0.43163246807062006
Hfre1m2n2r1,H,1,2,2,r,1,0.064,Hfre1m2n2,11,1.850668377,L. fremontii,0.254,0.482,0.13,0.305,1.199,1.215,163.57,0.35,1.015,0.215,0.554,0.09,0.267,1.195,1.211,164.914,0.317,0.989,0.20972330077570764,16.430000000000007,2.406741775574583,4.889727156198498,0.8370927318295739,0.4929880148768685,0.4437643237896291
Hfre1m2n2r2,H,1,2,2,r,2,0.071,Hfre1m2n2,18,1.40894099,L. fremontii,0.288,0.82,0.173,0.314,1.253,1.251,173.612,0.343,0.993,0.251,0.51,0.19,0.295,1.245,1.269,160.128,0.302,1.005,0.3284535119328345,19.872000000000014,4.037225107640029,5.78519256308101,0.7998398718975178,0.7830559881306657,0.5324047337600581
Hfre1m2n2r3,H,1,2,2,r,3,0.072,Hfre1m2n2,19,1.335187874,L. fremontii,0.255,0.515,0.162,0.256,1.246,1.258,167.124,0.293,1.11,0.239,0.673,0.179,0.279,1.249,1.272,158.64,0.311,1.177,0.27221507644275655,21.360000000000014,3.8035951406340893,5.687012880465995,0.9166332665330661,0.6437566073772018,0.4865020560858221
Hfre1m2n3d1,H,1,2,3,d,1,0.058,Hfre1m2n3,12,1.831443188,L. fremontii,0.283,0.669,0.164,0.251,0.876,0.894,173.699,0.269,1.513,0.306,1.055,0.241,0.296,0.951,0.956,171.78,0.317,1.29,0.5543300967351384,8.219999999999999,8.276887174134837,8.150245964110026,1.5342090859332238,0.7732320081131254,0.4281861096503863
Hfre1m2n3d2,H,1,2,3,d,2,0.055,Hfre1m2n3,17,1.376304341,L. fremontii,0.319,0.754,0.197,0.263,0.796,0.804,173.814,0.309,1.587,0.29,0.685,0.19,0.263,0.908,0.915,174.584,0.325,1.06,0.4056502974131748,6.186000000000007,5.143042071197412,5.583072100313481,1.5534037558685445,0.4179108017106476,0.41417890869091484
Hfre1m2n3d3,H,1,2,3,d,3,0.06,Hfre1m2n3,17,1.334028995,L. fremontii,0.252,0.749,0.196,0.319,0.928,0.934,170.057,0.344,1.603,0.292,0.852,0.162,0.267,0.984,0.987,173.067,0.304,1.543,0.5012002671757879,9.943000000000012,6.102241432068546,8.672374429223748,1.645397489539749,0.4766226571976416,0.41308320366020984
Hfre1m2n3r1,H,1,2,3,r,1,0.072,Hfre1m2n3,19,1.240304276,L. fremontii,0.274,0.296,0.125,0.247,1.115,1.117,176.069,0.335,1.203,0.253,0.317,0.127,0.263,1.11,1.132,160.753,0.285,1.291,0.07369548046791422,19.247000000000014,0.9827913066247709,1.3535674100574129,1.1208988764044943,0.35791559553260704,0.4638608211442526
Hfre1m2n3r2,H,1,2,3,r,2,0.055,Hfre1m2n3,21,1.173225884,L. fremontii,0.267,1.258,0.186,0.269,0.932,0.94,174.69,0.304,1.527,0.269,0.692,0.18,0.3,0.825,0.835,171.161,0.304,1.448,0.683717375571406,8.838999999999999,9.419754155124654,12.120574189326536,1.6932270916334657,0.8351122998133738,0.37410381066866993
Hfre1m2n3r3,H,1,2,3,r,3,0.073,Hfre1m2n3,18,1.377911084,L. fremontii,0.23,0.23,0.175,0.259,1.159,1.171,169.3,0.311,0.926,0.252,0.404,0.205,0.308,1.112,1.119,176.619,0.349,0.99,0.07297919734289571,10.699999999999989,0.8560978081611219,1.603174603174603,0.8436811977102598,0.8221250626667678,0.43248586499198766
Hgla1m2n2d1,H,1,2,2,d,1,0.128,Hgla1m2n2,15,1.406476946,L. glaberrima,0.267,0.39,0.217,0.266,1.611,1.619,173.017,0.324,0.998,0.324,0.459,0.288,0.468,1.595,1.605,174.2,0.496,1.034,0.14059412522978648,6.983000000000004,1.1139112903225807,2.0692883895131087,0.6338116032439177,0.5273096327197373,0.7488990858064445
Hgla1m2n2d2,H,1,2,2,d,2,0.106,Hgla1m2n2,17,1.421236661,L. glaberrima,0.108,0.132,0.098,0.119,0.631,0.633,175.139,0.123,0.383,0.291,0.395,0.201,0.298,1.555,1.558,177.588,0.328,0.945,0.040950660239545654,4.86099999999999,1.2923854848304581,1.6590301641848035,0.607502287282708,0.9425102592799407,0.3617215186622378
Hgla1m2n2d3,H,1,2,2,d,3,0.116,Hgla1m2n2,18,1.369591624,L. glaberrima,0.289,0.532,0.323,0.399,1.545,1.555,175.052,0.398,0.878,0.273,0.467,0.18,0.334,1.519,1.528,175.704,0.375,0.861,0.1951274613071285,4.9480000000000075,1.6646164154103853,3.1489663738798686,0.5675587467362924,0.4789914817800434,0.6791860732936936
Hgla1m2n4d1,H,1,2,4,d,1,0.254,Hgla1m2n4,17,1.418196944,L. glaberrima,0.379,0.433,0.277,0.277,2.47,2.475,177.192,0.365,1.243,0.406,0.482,0.389,0.564,2.429,2.44,178.529,0.615,1.23,0.16391730909003865,2.8079999999999927,0.9297516427219069,1.3563435018261694,0.5047968973259849,0.43930034952605485,1.5154847367225206
Hgla1m2n4d2,H,1,2,4,d,2,0.229,Hgla1m2n4,11,1.840309624,L. glaberrima,0.366,0.427,0.252,0.318,2.363,2.354,177.972,0.4,1.139,0.399,0.541,0.36,0.519,2.299,2.306,178.462,0.543,1.159,0.18143247353196632,2.0279999999999916,1.0635681399631676,1.58187134502924,0.49292149292149295,0.6140345936264566,1.4058761924378524
Hgla1m2n4d3,H,1,2,4,d,3,0.272,Hgla1m2n4,16,1.533810982,L. glaberrima,0.415,0.56,0.261,0.348,2.532,2.543,177.659,0.41,1.173,0.424,0.526,0.349,0.547,2.507,2.514,178.675,0.601,1.21,0.23134688301036763,2.341000000000008,1.1954060305994076,1.6740168220050013,0.47291129192300063,0.3431360472739282,1.666012060609578
