Species,Mat_ID,Indiv_ID,Year,MID_Year,IID_Year,Diameter,Disc_tube_count,Ray_tube_count,Total_count
L. fremontii,H1L. fremontiit2m2,H1L. fremontiit2m2n1,2019,2019 H1L. fremontiit2m2,2019H1L. fremontiit2m2n1,4,45,8,53
L. fremontii,I1L. fremontiit1m3,I1L. fremontiit1m3n1,2019,2019 I1L. fremontiit1m3,2019I1L. fremontiit1m3n1,3,22,5,27
L. fremontii,I1L. fremontiit2m1,I1L. fremontiit2m1n1,2019,2019 I1L. fremontiit2m1,2019I1L. fremontiit2m1n1,4,37,7,44
L. fremontii,I1L. fremontiit2m2,I1L. fremontiit2m2n1,2019,2019 I1L. fremontiit2m2,2019I1L. fremontiit2m2n1,1.5,9,0,9
L. fremontii,I1L. fremontiit2m3,I1L. fremontiit2m3n1,2019,2019 I1L. fremontiit2m3,2019I1L. fremontiit2m3n1,2,2,1,3
L. fremontii,J1L. fremontiit1m1,J1L. fremontiit1m1n1,2019,2019 J1L. fremontiit1m1,2019J1L. fremontiit1m1n1,6,120,10,130
L. fremontii,J1L. fremontiit1m2,J1L. fremontiit1m2n1,2019,2019 J1L. fremontiit1m2,2019J1L. fremontiit1m2n1,8.5,218,12,230
L. fremontii,J1L. fremontiit1m3,J1L. fremontiit1m3n1,2019,2019 J1L. fremontiit1m3,2019J1L. fremontiit1m3n1,8,150,11,161
L. fremontii,J1L. fremontiit2m1,J1L. fremontiit2m1n1,2019,2019 J1L. fremontiit2m1,2019J1L. fremontiit2m1n1,6,72,7,79
L. fremontii,J1L. fremontiit2m2,J1L. fremontiit2m2n1,2019,2019 J1L. fremontiit2m2,2019J1L. fremontiit2m2n1,6,84,8,92
L. fremontii,J1L. fremontiit2m3,J1L. fremontiit2m3n1,2019,2019 J1L. fremontiit2m3,2019J1L. fremontiit2m3n1,9,186,11,197
L. glaberrima,A1L. glaberrimat1m1,A1L. glaberrimat1m1n1,2019,2019 A1L. glaberrimat1m1,2019A1L. glaberrimat1m1n1,2.5,16,NA,NA
L. glaberrima,A1L. glaberrimat1m2,A1L. glaberrimat1m2n1,2019,2019 A1L. glaberrimat1m2,2019A1L. glaberrimat1m2n1,2,10,NA,NA
L. glaberrima,A1L. glaberrimat1m3,A1L. glaberrimat1m3n1,2019,2019 A1L. glaberrimat1m3,2019A1L. glaberrimat1m3n1,2,11,NA,NA
L. glaberrima,A1L. glaberrimat2m1,A1L. glaberrimat2m1n1,2019,2019 A1L. glaberrimat2m1,2019A1L. glaberrimat2m1n1,3,35,NA,NA
L. glaberrima,A1L. glaberrimat2m2,A1L. glaberrimat2m2n1,2019,2019 A1L. glaberrimat2m2,2019A1L. glaberrimat2m2n1,3.5,38,NA,NA
L. glaberrima,A1L. glaberrimat2m3,A1L. glaberrimat2m3n1,2019,2019 A1L. glaberrimat2m3,2019A1L. glaberrimat2m3n1,3.5,37,NA,NA
L. glaberrima,B1L. glaberrimat1m1,B1L. glaberrimat1m1n1,2019,2019 B1L. glaberrimat1m1,2019B1L. glaberrimat1m1n1,4,50,NA,NA
L. glaberrima,B1L. glaberrimat1m2,B1L. glaberrimat1m2n1,2019,2019 B1L. glaberrimat1m2,2019B1L. glaberrimat1m2n1,4,42,NA,NA
L. glaberrima,B1L. glaberrimat1m3,B1L. glaberrimat1m3n1,2019,2019 B1L. glaberrimat1m3,2019B1L. glaberrimat1m3n1,4,54,NA,NA
L. glaberrima,B1L. glaberrimat2m1,B1L. glaberrimat2m1n1,2019,2019 B1L. glaberrimat2m1,2019B1L. glaberrimat2m1n1,2.5,20,NA,NA
L. glaberrima,B1L. glaberrimat2m2,B1L. glaberrimat2m2n1,2019,2019 B1L. glaberrimat2m2,2019B1L. glaberrimat2m2n1,3,28,NA,NA
L. glaberrima,B1L. glaberrimat2m3,B1L. glaberrimat2m3n1,2019,2019 B1L. glaberrimat2m3,2019B1L. glaberrimat2m3n1,2,13,NA,NA
L. glaberrima,C1L. glaberrimat1m1,C1L. glaberrimat1m1n1,2019,2019 C1L. glaberrimat1m1,2019C1L. glaberrimat1m1n1,1.5,4,NA,NA
L. glaberrima,C1L. glaberrimat1m2,C1L. glaberrimat1m2n1,2019,2019 C1L. glaberrimat1m2,2019C1L. glaberrimat1m2n1,3,30,NA,NA
L. glaberrima,C1L. glaberrimat1m3,C1L. glaberrimat1m3n1,2019,2019 C1L. glaberrimat1m3,2019C1L. glaberrimat1m3n1,2,14,NA,NA
L. glaberrima,C1L. glaberrimat2m1,C1L. glaberrimat2m1n1,2019,2019 C1L. glaberrimat2m1,2019C1L. glaberrimat2m1n1,4,43,NA,NA
L. glaberrima,C1L. glaberrimat2m2,C1L. glaberrimat2m2n1,2019,2019 C1L. glaberrimat2m2,2019C1L. glaberrimat2m2n1,2.5,20,NA,NA
L. glaberrima,C1L. glaberrimat2m3,C1L. glaberrimat2m3n1,2019,2019 C1L. glaberrimat2m3,2019C1L. glaberrimat2m3n1,1.5,8,NA,NA
L. glaberrima,D1L. glaberrimat1m1,D1L. glaberrimat1m1n1,2019,2019 D1L. glaberrimat1m1,2019D1L. glaberrimat1m1n1,3,37,NA,NA
L. glaberrima,D1L. glaberrimat1m2,D1L. glaberrimat1m2n1,2019,2019 D1L. glaberrimat1m2,2019D1L. glaberrimat1m2n1,3.5,54,NA,NA
L. glaberrima,D1L. glaberrimat1m3,D1L. glaberrimat1m3n1,2019,2019 D1L. glaberrimat1m3,2019D1L. glaberrimat1m3n1,3.5,32,NA,NA
L. glaberrima,D1L. glaberrimat2m1,D1L. glaberrimat2m1n1,2019,2019 D1L. glaberrimat2m1,2019D1L. glaberrimat2m1n1,3.5,32,NA,NA
L. glaberrima,D1L. glaberrimat2m2,D1L. glaberrimat2m2n1,2019,2019 D1L. glaberrimat2m2,2019D1L. glaberrimat2m2n1,4,43,NA,NA
L. glaberrima,E1L. glaberrimat1m1,E1L. glaberrimat1m1n1,2019,2019 E1L. glaberrimat1m1,2019E1L. glaberrimat1m1n1,4.5,56,NA,NA
L. glaberrima,E1L. glaberrimat1m2,E1L. glaberrimat1m2n1,2019,2019 E1L. glaberrimat1m2,2019E1L. glaberrimat1m2n1,2.5,25,NA,NA
L. glaberrima,E1L. glaberrimat1m3,E1L. glaberrimat1m3n1,2019,2019 E1L. glaberrimat1m3,2019E1L. glaberrimat1m3n1,4,50,NA,NA
L. glaberrima,E1L. glaberrimat2m1,E1L. glaberrimat2m1n1,2019,2019 E1L. glaberrimat2m1,2019E1L. glaberrimat2m1n1,4,47,NA,NA
L. glaberrima,E1L. glaberrimat2m2,E1L. glaberrimat2m2n1,2019,2019 E1L. glaberrimat2m2,2019E1L. glaberrimat2m2n1,3,43,NA,NA
L. glaberrima,E1L. glaberrimat2m3,E1L. glaberrimat2m3n1,2019,2019 E1L. glaberrimat2m3,2019E1L. glaberrimat2m3n1,4,43,NA,NA
L. glaberrima,F1L. glaberrimat1m1,F1L. glaberrimat1m1n1,2019,2019 F1L. glaberrimat1m1,2019F1L. glaberrimat1m1n1,3,40,NA,NA
L. glaberrima,F1L. glaberrimat1m2,F1L. glaberrimat1m2n1,2019,2019 F1L. glaberrimat1m2,2019F1L. glaberrimat1m2n1,1.5,15,NA,NA
L. glaberrima,F1L. glaberrimat1m3,F1L. glaberrimat1m3n1,2019,2019 F1L. glaberrimat1m3,2019F1L. glaberrimat1m3n1,2.5,29,NA,NA
L. glaberrima,F1L. glaberrimat2m1,F1L. glaberrimat2m1n1,2019,2019 F1L. glaberrimat2m1,2019F1L. glaberrimat2m1n1,4,38,5,43
L. glaberrima,F1L. glaberrimat2m2,F1L. glaberrimat2m2n1,2019,2019 F1L. glaberrimat2m2,2019F1L. glaberrimat2m2n1,3,33,NA,NA
L. glaberrima,F1L. glaberrimat2m3,F1L. glaberrimat2m3n1,2019,2019 F1L. glaberrimat2m3,2019F1L. glaberrimat2m3n1,2.5,18,NA,NA
L. glaberrima,G1L. glaberrimat1m2,G1L. glaberrimat1m2n1,2019,2019 G1L. glaberrimat1m2,2019G1L. glaberrimat1m2n1,4.5,64,NA,NA
L. glaberrima,G1L. glaberrimat1m3,G1L. glaberrimat1m3n1,2019,2019 G1L. glaberrimat1m3,2019G1L. glaberrimat1m3n1,2.5,12,NA,NA
L. glaberrima,G1L. glaberrimat2m1,G1L. glaberrimat2m1n1,2019,2019 G1L. glaberrimat2m1,2019G1L. glaberrimat2m1n1,3,23,NA,NA
L. glaberrima,G1L. glaberrimat2m2,G1L. glaberrimat2m2n1,2019,2019 G1L. glaberrimat2m2,2019G1L. glaberrimat2m2n1,2.5,20,NA,NA
L. glaberrima,G1L. glaberrimat2m3,G1L. glaberrimat2m3n1,2019,2019 G1L. glaberrimat2m3,2019G1L. glaberrimat2m3n1,3.5,40,NA,NA
L. glaberrima,H1L. glaberrimat1m1,H1L. glaberrimat1m1n1,2019,2019 H1L. glaberrimat1m1,2019H1L. glaberrimat1m1n1,3,41,NA,NA
L. glaberrima,H1L. glaberrimat1m2,H1L. glaberrimat1m2n1,2019,2019 H1L. glaberrimat1m2,2019H1L. glaberrimat1m2n1,4.5,59,NA,NA
L. glaberrima,H1L. glaberrimat1m3,H1L. glaberrimat1m3n1,2019,2019 H1L. glaberrimat1m3,2019H1L. glaberrimat1m3n1,3.5,57,NA,NA
L. glaberrima,H1L. glaberrimat2m1,H1L. glaberrimat2m1n1,2019,2019 H1L. glaberrimat2m1,2019H1L. glaberrimat2m1n1,2.5,23,NA,NA
L. glaberrima,H1L. glaberrimat2m2,H1L. glaberrimat2m2n1,2019,2019 H1L. glaberrimat2m2,2019H1L. glaberrimat2m2n1,4.5,57,NA,NA
L. glaberrima,I1L. glaberrimat1m1,I1L. glaberrimat1m1n1,2019,2019 I1L. glaberrimat1m1,2019I1L. glaberrimat1m1n1,3.5,31,NA,NA
L. glaberrima,I1L. glaberrimat1m2,I1L. glaberrimat1m2n1,2019,2019 I1L. glaberrimat1m2,2019I1L. glaberrimat1m2n1,3,26,NA,NA
L. glaberrima,I1L. glaberrimat1m3,I1L. glaberrimat1m3n1,2019,2019 I1L. glaberrimat1m3,2019I1L. glaberrimat1m3n1,2.5,17,NA,NA
L. glaberrima,I1L. glaberrimat2m1,I1L. glaberrimat2m1n1,2019,2019 I1L. glaberrimat2m1,2019I1L. glaberrimat2m1n1,5,60,NA,NA
L. glaberrima,I1L. glaberrimat2m2,I1L. glaberrimat2m2n1,2019,2019 I1L. glaberrimat2m2,2019I1L. glaberrimat2m2n1,3,26,NA,NA
L. glaberrima,I1L. glaberrimat2m3,I1L. glaberrimat2m3n1,2019,2019 I1L. glaberrimat2m3,2019I1L. glaberrimat2m3n1,2.5,19,NA,NA
L. glaberrima,J1L. glaberrimat1m1,J1L. glaberrimat1m1n1,2019,2019 J1L. glaberrimat1m1,2019J1L. glaberrimat1m1n1,3,44,NA,NA
L. glaberrima,J1L. glaberrimat1m2,J1L. glaberrimat1m2n1,2019,2019 J1L. glaberrimat1m2,2019J1L. glaberrimat1m2n1,3,29,NA,NA
L. glaberrima,J1L. glaberrimat1m3,J1L. glaberrimat1m3n1,2019,2019 J1L. glaberrimat1m3,2019J1L. glaberrimat1m3n1,3.5,29,NA,NA
L. glaberrima,J1L. glaberrimat2m1,J1L. glaberrimat2m1n1,2019,2019 J1L. glaberrimat2m1,2019J1L. glaberrimat2m1n1,2.5,16,NA,NA
L. glaberrima,J1L. glaberrimat2m2,J1L. glaberrimat2m2n1,2019,2019 J1L. glaberrimat2m2,2019J1L. glaberrimat2m2n1,3.5,51,NA,NA
L. glaberrima,J1L. glaberrimat2m3,J1L. glaberrimat2m3n1,2019,2019 J1L. glaberrimat2m3,2019J1L. glaberrimat2m3n1,3.5,49,NA,NA
L. californica,A1L. californicat1m1,A1L. californicat1m1n2,2019,2019 A1L. californicat1m1,2019A1L. californicat1m1n2,3,27,0,27
L. californica,A1L. californicat1m3,A1L. californicat1m3n2,2019,2019 A1L. californicat1m3,2019A1L. californicat1m3n2,4,30,14,44
L. californica,A1L. californicat2m1,A1L. californicat2m1n2,2019,2019 A1L. californicat2m1,2019A1L. californicat2m1n2,2,6,1,7
L. californica,A1L. californicat2m2,A1L. californicat2m2n2,2019,2019 A1L. californicat2m2,2019A1L. californicat2m2n2,7,150,8,158
L. californica,A1L. californicat2m3,A1L. californicat2m3n2,2019,2019 A1L. californicat2m3,2019A1L. californicat2m3n2,3.5,19,4,23
L. californica,B1L. californicat1m1,B1L. californicat1m1n2,2019,2019 B1L. californicat1m1,2019B1L. californicat1m1n2,4,32,7,39
L. californica,B1L. californicat1m2,B1L. californicat1m2n2,2019,2019 B1L. californicat1m2,2019B1L. californicat1m2n2,2,17,5,22
L. californica,B1L. californicat1m3,B1L. californicat1m3n2,2019,2019 B1L. californicat1m3,2019B1L. californicat1m3n2,5.5,80,18,98
L. californica,B1L. californicat2m1,B1L. californicat2m1n2,2019,2019 B1L. californicat2m1,2019B1L. californicat2m1n2,1.5,1,1,2
L. californica,E1L. californicat1m3,E1L. californicat1m3n2,2019,2019 E1L. californicat1m3,2019E1L. californicat1m3n2,6,57,3,60
L. californica,E1L. californicat2m2,E1L. californicat2m2n2,2019,2019 E1L. californicat2m2,2019E1L. californicat2m2n2,3,27,6,33
L. californica,E1L. californicat2m3,E1L. californicat2m3n2,2019,2019 E1L. californicat2m3,2019E1L. californicat2m3n2,4,14,0,14
L. californica,F1L. californicat1m1,F1L. californicat1m1n2,2019,2019 F1L. californicat1m1,2019F1L. californicat1m1n2,3.5,37,2,39
L. californica,F1L. californicat1m3,F1L. californicat1m3n2,2019,2019 F1L. californicat1m3,2019F1L. californicat1m3n2,3,32,4,36
L. californica,G1L. californicat1m2,G1L. californicat1m2n2,2019,2019 G1L. californicat1m2,2019G1L. californicat1m2n2,5,58,5,63
L. californica,G1L. californicat2m1,G1L. californicat2m1n2,2019,2019 G1L. californicat2m1,2019G1L. californicat2m1n2,4,40,2,42
L. californica,H1L. californicat1m1,H1L. californicat1m1n2,2019,2019 H1L. californicat1m1,2019H1L. californicat1m1n2,3.5,37,9,46
L. californica,H1L. californicat1m2,H1L. californicat1m2n2,2019,2019 H1L. californicat1m2,2019H1L. californicat1m2n2,3.5,9,8,17
L. californica,I1L. californicat1m2,I1L. californicat1m2n2,2019,2019 I1L. californicat1m2,2019I1L. californicat1m2n2,4,13,2,15
L. californica,J1L. californicat2m1,J1L. californicat2m1n2,2019,2019 J1L. californicat2m1,2019J1L. californicat2m1n2,4,39,11,50
L. fremontii,A1L. fremontiit1m2,A1L. fremontiit1m2n2,2019,2019 A1L. fremontiit1m2,2019A1L. fremontiit1m2n2,3,35,4,39
L. fremontii,A1L. fremontiit1m3,A1L. fremontiit1m3n2,2019,2019 A1L. fremontiit1m3,2019A1L. fremontiit1m3n2,4,36,3,39
L. fremontii,B1L. fremontiit1m2,B1L. fremontiit1m2n2,2019,2019 B1L. fremontiit1m2,2019B1L. fremontiit1m2n2,2,6,4,10
L. fremontii,B1L. fremontiit2m1,B1L. fremontiit2m1n2,2019,2019 B1L. fremontiit2m1,2019B1L. fremontiit2m1n2,4,37,6,43
L. fremontii,B1L. fremontiit2m2,B1L. fremontiit2m2n2,2019,2019 B1L. fremontiit2m2,2019B1L. fremontiit2m2n2,7.5,154,4,158
L. fremontii,D1L. fremontiit1m2,D1L. fremontiit1m2n2,2019,2019 D1L. fremontiit1m2,2019D1L. fremontiit1m2n2,7,164,2,166
L. fremontii,D1L. fremontiit1m3,D1L. fremontiit1m3n2,2019,2019 D1L. fremontiit1m3,2019D1L. fremontiit1m3n2,7,167,7,174
L. fremontii,E1L. fremontiit1m1,E1L. fremontiit1m1n2,2019,2019 E1L. fremontiit1m1,2019E1L. fremontiit1m1n2,6,139,9,148
L. fremontii,E1L. fremontiit1m2,E1L. fremontiit1m2n2,2019,2019 E1L. fremontiit1m2,2019E1L. fremontiit1m2n2,3,41,3,44
L. fremontii,F1L. fremontiit2m2,F1L. fremontiit2m2n2,2019,2019 F1L. fremontiit2m2,2019F1L. fremontiit2m2n2,4,34,4,38
L. fremontii,G1L. fremontiit1m2,G1L. fremontiit1m2n2,2019,2019 G1L. fremontiit1m2,2019G1L. fremontiit1m2n2,2.5,32,6,38
L. fremontii,G1L. fremontiit2m2,G1L. fremontiit2m2n2,2019,2019 G1L. fremontiit2m2,2019G1L. fremontiit2m2n2,4,142,7,149
L. fremontii,G1L. fremontiit2m3,G1L. fremontiit2m3n2,2019,2019 G1L. fremontiit2m3,2019G1L. fremontiit2m3n2,4.5,84,7,91
L. fremontii,H1L. fremontiit2m1,H1L. fremontiit2m1n2,2019,2019 H1L. fremontiit2m1,2019H1L. fremontiit2m1n2,3,6,1,7
L. fremontii,J1L. fremontiit1m1,J1L. fremontiit1m1n2,2019,2019 J1L. fremontiit1m1,2019J1L. fremontiit1m1n2,7,157,6,163
L. glaberrima,A1L. glaberrimat1m2,A1L. glaberrimat1m2n2,2019,2019 A1L. glaberrimat1m2,2019A1L. glaberrimat1m2n2,2,11,NA,NA
L. glaberrima,A1L. glaberrimat1m3,A1L. glaberrimat1m3n2,2019,2019 A1L. glaberrimat1m3,2019A1L. glaberrimat1m3n2,2.5,10,NA,NA
L. glaberrima,B1L. glaberrimat1m2,B1L. glaberrimat1m2n2,2019,2019 B1L. glaberrimat1m2,2019B1L. glaberrimat1m2n2,2.5,26,NA,NA
L. glaberrima,B1L. glaberrimat1m3,B1L. glaberrimat1m3n2,2019,2019 B1L. glaberrimat1m3,2019B1L. glaberrimat1m3n2,4,29,NA,NA
L. glaberrima,B1L. glaberrimat2m1,B1L. glaberrimat2m1n2,2019,2019 B1L. glaberrimat2m1,2019B1L. glaberrimat2m1n2,3,26,NA,NA
L. glaberrima,B1L. glaberrimat2m2,B1L. glaberrimat2m2n2,2019,2019 B1L. glaberrimat2m2,2019B1L. glaberrimat2m2n2,2,19,NA,NA
L. glaberrima,C1L. glaberrimat1m1,C1L. glaberrimat1m1n2,2019,2019 C1L. glaberrimat1m1,2019C1L. glaberrimat1m1n2,2.5,27,NA,NA
L. glaberrima,C1L. glaberrimat1m2,C1L. glaberrimat1m2n2,2019,2019 C1L. glaberrimat1m2,2019C1L. glaberrimat1m2n2,2.5,29,NA,NA
L. glaberrima,D1L. glaberrimat1m3,D1L. glaberrimat1m3n2,2019,2019 D1L. glaberrimat1m3,2019D1L. glaberrimat1m3n2,2.5,44,NA,NA
L. glaberrima,D1L. glaberrimat2m1,D1L. glaberrimat2m1n2,2019,2019 D1L. glaberrimat2m1,2019D1L. glaberrimat2m1n2,3,36,NA,NA
L. glaberrima,D1L. glaberrimat2m2,D1L. glaberrimat2m2n2,2019,2019 D1L. glaberrimat2m2,2019D1L. glaberrimat2m2n2,2,23,NA,NA
L. glaberrima,D1L. glaberrimat2m3,D1L. glaberrimat2m3n2,2019,2019 D1L. glaberrimat2m3,2019D1L. glaberrimat2m3n2,3,27,NA,NA
L. glaberrima,E1L. glaberrimat1m1,E1L. glaberrimat1m1n2,2019,2019 E1L. glaberrimat1m1,2019E1L. glaberrimat1m1n2,3,41,NA,NA
L. glaberrima,E1L. glaberrimat1m3,E1L. glaberrimat1m3n2,2019,2019 E1L. glaberrimat1m3,2019E1L. glaberrimat1m3n2,4,53,NA,NA
L. glaberrima,F1L. glaberrimat2m1,F1L. glaberrimat2m1n2,2019,2019 F1L. glaberrimat2m1,2019F1L. glaberrimat2m1n2,2,24,NA,NA
L. glaberrima,F1L. glaberrimat2m2,F1L. glaberrimat2m2n2,2019,2019 F1L. glaberrimat2m2,2019F1L. glaberrimat2m2n2,2.5,41,NA,NA
L. glaberrima,G1L. glaberrimat2m1,G1L. glaberrimat2m1n2,2019,2019 G1L. glaberrimat2m1,2019G1L. glaberrimat2m1n2,2,14,NA,NA
L. glaberrima,G1L. glaberrimat2m2,G1L. glaberrimat2m2n2,2019,2019 G1L. glaberrimat2m2,2019G1L. glaberrimat2m2n2,2,10,NA,NA
L. glaberrima,G1L. glaberrimat2m3,G1L. glaberrimat2m3n2,2019,2019 G1L. glaberrimat2m3,2019G1L. glaberrimat2m3n2,3.5,29,NA,NA
L. glaberrima,I1L. glaberrimat2m1,I1L. glaberrimat2m1n2,2019,2019 I1L. glaberrimat2m1,2019I1L. glaberrimat2m1n2,3,37,NA,NA
L. glaberrima,I1L. glaberrimat2m3,I1L. glaberrimat2m3n2,2019,2019 I1L. glaberrimat2m3,2019I1L. glaberrimat2m3n2,4,44,NA,NA
L. glaberrima,J1L. glaberrimat1m1,J1L. glaberrimat1m1n2,2019,2019 J1L. glaberrimat1m1,2019J1L. glaberrimat1m1n2,3,48,NA,NA
L. glaberrima,J1L. glaberrimat1m2,J1L. glaberrimat1m2n2,2019,2019 J1L. glaberrimat1m2,2019J1L. glaberrimat1m2n2,2,17,NA,NA
L. glaberrima,J1L. glaberrimat2m3,J1L. glaberrimat2m3n2,2019,2019 J1L. glaberrimat2m3,2019J1L. glaberrimat2m3n2,2,28,NA,NA
