Full ID,Species,SppID,Hub,Transect,Mom,Pin,Distance,Angle_Comp,Angle_Deg_fromN,Angle_Rad_fromN,Angle_Deg_fromE,Angle_Rad_fromE,Notes
CfreT2M3,L. fremontii,fre,C,2,3,1,1.65,12,258.75,4.52,191.25,3.34,
CfreT2M3,L. fremontii,fre,C,2,3,2,1.45,13,281.25,4.91,168.75,2.95,
CfreT2M3,L. fremontii,fre,C,2,3,3,1.5,1,11.25,0.2,78.75,1.37,
CfreT2M3,L. fremontii,fre,C,2,3,4,1.5,4,78.75,1.37,11.25,0.2,
CfreT2M3,L. fremontii,fre,C,2,3,5,1.9,4,78.75,1.37,11.25,0.2,
CfreT2M3,L. fremontii,fre,C,2,3,6,1.75,4,78.75,1.37,11.25,0.2,
CfreT2M3,L. fremontii,fre,C,2,3,7,3.5,3,56.25,0.98,33.75,0.59,
CfreT2M3,L. fremontii,fre,C,2,3,8,6.4,3,56.25,0.98,33.75,0.59,
CfreT2M3,L. fremontii,fre,C,2,3,9,6.25,6,123.75,2.16,326.25,5.69,
CfreT2M3,L. fremontii,fre,C,2,3,10,14.4,4,78.75,1.37,11.25,0.2,
CfreT2M3,L. fremontii,fre,C,2,3,11,13.6,1,11.25,0.2,78.75,1.37,
CglaT1M1,L. glaberrima,gla,C,1,1,1,14.8,3,56.25,0.98,33.75,0.59,
CglaT1M1,L. glaberrima,gla,C,1,1,2,14.8,2,33.75,0.59,56.25,0.98,
CglaT1M1,L. glaberrima,gla,C,1,1,3,16.85,2,33.75,0.59,56.25,0.98,
CglaT1M2,L. glaberrima,gla,C,1,2,1,7.75,5,101.25,1.77,168.75,2.95,
CglaT1M2,L. glaberrima,gla,C,1,2,2,6.6,6,123.75,2.16,326.25,5.69,
CglaT1M3,L. glaberrima,gla,C,1,3,NA,NA,NA,NA,NA,NA,NA,NA
CglaT2M1,L. glaberrima,gla,C,2,1,NA,NA,NA,NA,NA,NA,NA,NA
CglaT2M2,L. glaberrima,gla,C,2,2,1,24.1,4,78.75,1.37,11.25,0.2,
CglaT2M2,L. glaberrima,gla,C,2,2,2,25.6,4,78.75,1.37,11.25,0.2,
CglaT2M2,L. glaberrima,gla,C,2,2,3,25.7,4,78.75,1.37,11.25,0.2,
CglaT2M2,L. glaberrima,gla,C,2,2,4,24.8,4,78.75,1.37,11.25,0.2,
CglaT2M2,L. glaberrima,gla,C,2,2,5,25.3,4,78.75,1.37,11.25,0.2,
CglaT2M3,L. glaberrima,gla,C,2,3,NA,NA,NA,NA,NA,NA,NA,NA
DcalT1M1,L. californica,cal,D,1,1,NA,NA,NA,NA,NA,NA,NA,NA
DcalT1M2,L. californica,cal,D,1,2,1,1,15,326.25,5.69,123.75,2.16,
DcalT1M2,L. californica,cal,D,1,2,2,1.35,16,348.75,6.09,101.25,1.77,
DcalT1M2,L. californica,cal,D,1,2,3,2.7,16,348.75,6.09,101.25,1.77,
DcalT1M2,L. californica,cal,D,1,2,4,5.05,16,348.75,6.09,101.25,1.77,
DcalT1M2,L. californica,cal,D,1,2,5,1.35,4,78.75,1.37,11.25,0.2,
DcalT1M2,L. californica,cal,D,1,2,6,2.2,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,7,2.4,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,8,3.2,6,123.75,2.16,326.25,5.69,
DcalT1M2,L. californica,cal,D,1,2,9,2.7,6,123.75,2.16,326.25,5.69,
DcalT1M2,L. californica,cal,D,1,2,10,4.05,6,123.75,2.16,326.25,5.69,
DcalT1M2,L. californica,cal,D,1,2,11,4.5,6,123.75,2.16,326.25,5.69,
DcalT1M2,L. californica,cal,D,1,2,12,5.65,6,123.75,2.16,326.25,5.69,
DcalT1M2,L. californica,cal,D,1,2,13,7.5,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,14,4.1,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,15,4.55,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,16,3.3,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,17,4.7,5,101.25,1.77,168.75,2.95,
DcalT1M2,L. californica,cal,D,1,2,18,6.4,6,123.75,2.16,326.25,5.69,
DcalT1M2,L. californica,cal,D,1,2,19,3.1,4,78.75,1.37,11.25,0.2,
DcalT1M2,L. californica,cal,D,1,2,20,4,4,78.75,1.37,11.25,0.2,
DcalT1M2,L. californica,cal,D,1,2,21,5.25,4,78.75,1.37,11.25,0.2,
DcalT1M2,L. californica,cal,D,1,2,22,5.4,3,56.25,0.98,33.75,0.59,
DcalT1M2,L. californica,cal,D,1,2,23,8.5,4,78.75,1.37,11.25,0.2,
DcalT1M2,L. californica,cal,D,1,2,24,5.8,3,56.25,0.98,33.75,0.59,
DcalT1M2,L. californica,cal,D,1,2,25,8.6,2,33.75,0.59,56.25,0.98,
DcalT1M3,L. californica,cal,D,1,3,NA,NA,NA,NA,NA,NA,NA,NA
DcalT2M1,L. californica,cal,D,2,1,1,2.95,10,213.75,3.73,236.25,4.12,
DcalT2M1,L. californica,cal,D,2,1,2,4.9,7,146.25,2.55,303.75,5.3,
DcalT2M1,L. californica,cal,D,2,1,3,8.15,15,326.25,5.69,123.75,2.16,
DcalT2M1,L. californica,cal,D,2,1,4,3.75,6,123.75,2.16,326.25,5.69,clump
DcalT2M1,L. californica,cal,D,2,1,5,4.25,6,123.75,2.16,326.25,5.69,clump
DcalT2M1,L. californica,cal,D,2,1,6,4.05,6,123.75,2.16,326.25,5.69,clump
DcalT2M1,L. californica,cal,D,2,1,7,8.1,2,33.75,0.59,56.25,0.98,
DcalT2M1,L. californica,cal,D,2,1,8,11.15,2,33.75,0.59,56.25,0.98,
DcalT2M1,L. californica,cal,D,2,1,9,8.8,2,33.75,0.59,56.25,0.98,
DcalT2M1,L. californica,cal,D,2,1,10,13.8,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,1,4.3,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,2,5.9,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,3,6.2,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,4,6.8,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,5,6.8,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,6,5.4,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,7,7,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,8,7.5,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,9,7.8,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,10,7.4,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,11,7.5,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,12,7,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,13,12.4,5,101.25,1.77,168.75,2.95,
DcalT2M2,L. californica,cal,D,2,2,14,9.4,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,15,8.9,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,16,7.4,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,17,8.05,4,78.75,1.37,11.25,0.2,
DcalT2M2,L. californica,cal,D,2,2,18,8.2,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,19,10.9,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,20,12.2,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,21,10.5,2,33.75,0.59,56.25,0.98,
DcalT2M2,L. californica,cal,D,2,2,22,10,2,33.75,0.59,56.25,0.98,
DcalT2M2,L. californica,cal,D,2,2,23,10.6,2,33.75,0.59,56.25,0.98,
DcalT2M2,L. californica,cal,D,2,2,24,10.5,2,33.75,0.59,56.25,0.98,
DcalT2M2,L. californica,cal,D,2,2,25,12.9,3,56.25,0.98,33.75,0.59,
DcalT2M2,L. californica,cal,D,2,2,26,13.2,2,33.75,0.59,56.25,0.98,
DcalT2M3,L. californica,cal,D,2,3,1,1.2,15,326.25,5.69,123.75,2.16,
DcalT2M3,L. californica,cal,D,2,3,2,4.1,3,56.25,0.98,33.75,0.59,
DcalT2M3,L. californica,cal,D,2,3,3,3.9,1,11.25,0.2,78.75,1.37,
DcalT2M3,L. californica,cal,D,2,3,4,3.1,1,11.25,0.2,78.75,1.37,
DcalT2M3,L. californica,cal,D,2,3,5,5.95,1,11.25,0.2,78.75,1.37,
DcalT2M3,L. californica,cal,D,2,3,6,7.5,1,11.25,0.2,78.75,1.37,
DcalT2M3,L. californica,cal,D,2,3,7,2.6,13,281.25,4.91,168.75,2.95,
DcalT2M3,L. californica,cal,D,2,3,8,2.15,12,258.75,4.52,191.25,3.34,
DfreT1M1,L. fremontii,fre,D,1,1,1,4.05,2,33.75,0.59,56.25,0.98,
DfreT1M1,L. fremontii,fre,D,1,1,2,7.5,3,56.25,0.98,33.75,0.59,
DfreT1M1,L. fremontii,fre,D,1,1,3,8.55,3,56.25,0.98,33.75,0.59,
DfreT1M1,L. fremontii,fre,D,1,1,4,7.2,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,5,8.55,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,6,7.75,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,7,5.8,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,8,3.8,5,101.25,1.77,168.75,2.95,
DfreT1M1,L. fremontii,fre,D,1,1,9,12.35,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,10,8,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,11,13.6,4,78.75,1.37,11.25,0.2,
DfreT1M1,L. fremontii,fre,D,1,1,12,7.75,5,101.25,1.77,168.75,2.95,
DfreT1M1,L. fremontii,fre,D,1,1,13,9.3,5,101.25,1.77,168.75,2.95,
DfreT1M1,L. fremontii,fre,D,1,1,14,8.6,5,101.25,1.77,168.75,2.95,
DfreT1M1,L. fremontii,fre,D,1,1,15,9.3,5,101.25,1.77,168.75,2.95,
DfreT1M1,L. fremontii,fre,D,1,1,16,11.35,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,1,4.1,4,78.75,1.37,11.25,0.2,
DfreT1M2,L. fremontii,fre,D,1,2,2,4,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,3,10.75,7,146.25,2.55,303.75,5.3,
DfreT1M2,L. fremontii,fre,D,1,2,4,10.55,7,146.25,2.55,303.75,5.3,
DfreT1M2,L. fremontii,fre,D,1,2,5,9.85,6,123.75,2.16,326.25,5.69,
DfreT1M2,L. fremontii,fre,D,1,2,6,12.35,7,146.25,2.55,303.75,5.3,
DfreT1M2,L. fremontii,fre,D,1,2,7,7.35,6,123.75,2.16,326.25,5.69,
DfreT1M2,L. fremontii,fre,D,1,2,8,9.35,6,123.75,2.16,326.25,5.69,
DfreT1M2,L. fremontii,fre,D,1,2,9,7.3,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,10,9.25,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,11,9.25,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,12,10.05,6,123.75,2.16,326.25,5.69,
DfreT1M2,L. fremontii,fre,D,1,2,13,10.75,6,123.75,2.16,326.25,5.69,
DfreT1M2,L. fremontii,fre,D,1,2,14,12.2,6,123.75,2.16,326.25,5.69,
DfreT1M2,L. fremontii,fre,D,1,2,15,11.5,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,16,15.1,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,17,13.1,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,18,13.8,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,19,13.9,5,101.25,1.77,168.75,2.95,
DfreT1M2,L. fremontii,fre,D,1,2,20,10.65,4,78.75,1.37,11.25,0.2,
DfreT1M2,L. fremontii,fre,D,1,2,21,16.1,5,101.25,1.77,168.75,2.95,
DfreT1M3,L. fremontii,fre,D,1,3,NA,NA,NA,NA,NA,NA,NA,NA
DfreT2M1,L. fremontii,fre,D,2,1,NA,NA,NA,NA,NA,NA,NA,NA
DfreT2M2,L. fremontii,fre,D,2,2,NA,NA,NA,NA,NA,NA,NA,NA
DfreT2M3,L. fremontii,fre,D,2,3,NA,NA,NA,NA,NA,NA,NA,NA
DglaT1M1,L. glaberrima,gla,D,1,1,NA,NA,NA,NA,NA,NA,NA,NA
DglaT1M2,L. glaberrima,gla,D,1,2,1,0.3,13,281.25,4.91,168.75,2.95,
DglaT1M2,L. glaberrima,gla,D,1,2,2,10,5,101.25,1.77,168.75,2.95,
DglaT1M2,L. glaberrima,gla,D,1,2,3,8.35,4,78.75,1.37,11.25,0.2,
DglaT1M2,L. glaberrima,gla,D,1,2,4,8.7,4,78.75,1.37,11.25,0.2,
DglaT1M2,L. glaberrima,gla,D,1,2,5,11.75,3,56.25,0.98,33.75,0.59,
DglaT1M2,L. glaberrima,gla,D,1,2,6,15.4,5,101.25,1.77,168.75,2.95,
DglaT1M2,L. glaberrima,gla,D,1,2,7,16.9,5,101.25,1.77,168.75,2.95,
DglaT1M2,L. glaberrima,gla,D,1,2,8,15.75,4,78.75,1.37,11.25,0.2,
DglaT1M2,L. glaberrima,gla,D,1,2,9,15.6,5,101.25,1.77,168.75,2.95,
DglaT1M3,L. glaberrima,gla,D,1,3,NA,NA,NA,NA,NA,NA,NA,NA
DglaT2M1,L. glaberrima,gla,D,2,1,NA,NA,NA,NA,NA,NA,NA,NA
DglaT2M2,L. glaberrima,gla,D,2,2,1,6.15,7,146.25,2.55,303.75,5.3,
DglaT2M2,L. glaberrima,gla,D,2,2,2,11.45,8,168.75,2.95,281.25,4.91,
DglaT2M2,L. glaberrima,gla,D,2,2,3,12.55,8,168.75,2.95,281.25,4.91,
DglaT2M2,L. glaberrima,gla,D,2,2,4,10,8,168.75,2.95,281.25,4.91,
DglaT2M2,L. glaberrima,gla,D,2,2,5,9.35,8,168.75,2.95,281.25,4.91,
DglaT2M2,L. glaberrima,gla,D,2,2,6,9.8,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,7,10.2,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,8,10.6,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,9,10.15,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,10,9.85,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,11,6,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,12,10.15,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,13,11.95,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,14,12.3,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,15,12.6,9,191.25,3.34,258.75,4.52,
DglaT2M2,L. glaberrima,gla,D,2,2,16,13.55,8,168.75,2.95,281.25,4.91,
DglaT2M2,L. glaberrima,gla,D,2,2,17,14.85,8,168.75,2.95,281.25,4.91,
DglaT2M3,L. glaberrima,gla,D,2,3,NA,NA,NA,NA,NA,NA,NA,NA
EcalT1M1,L. californica,cal,E,1,1,1,6.8,9,191.25,3.34,258.75,4.52,
EcalT1M2,L. californica,cal,E,1,2,1,4.95,9,191.25,3.34,258.75,4.52,
EcalT1M2,L. californica,cal,E,1,2,2,4.8,8,168.75,2.95,281.25,4.91,
EcalT1M2,L. californica,cal,E,1,2,3,5.3,7,146.25,2.55,303.75,5.3,
EcalT1M2,L. californica,cal,E,1,2,4,5.6,7,146.25,2.55,303.75,5.3,
EcalT1M3,L. californica,cal,E,1,3,NA,NA,NA,NA,NA,NA,NA,NA
EcalT2M1,L. californica,cal,E,2,1,1,3.9,6,123.75,2.16,326.25,5.69,
EcalT2M1,L. californica,cal,E,2,1,2,4.75,6,123.75,2.16,326.25,5.69,
EcalT2M1,L. californica,cal,E,2,1,3,11.15,6,123.75,2.16,326.25,5.69,
EcalT2M1,L. californica,cal,E,2,1,4,4.25,7,146.25,2.55,303.75,5.3,
EcalT2M1,L. californica,cal,E,2,1,5,5.75,8,168.75,2.95,281.25,4.91,
EcalT2M2,L. californica,cal,E,2,2,NA,NA,NA,NA,NA,NA,NA,NA
EcalT2M3,L. californica,cal,E,2,3,1,2.1,13,281.25,4.91,168.75,2.95,
EcalT2M3,L. californica,cal,E,2,3,2,4.6,13,281.25,4.91,168.75,2.95,
EcalT2M3,L. californica,cal,E,2,3,3,4.15,14,303.75,5.3,146.25,2.55,
EcalT2M3,L. californica,cal,E,2,3,4,4.5,14,303.75,5.3,146.25,2.55,
EcalT2M3,L. californica,cal,E,2,3,5,3.9,14,303.75,5.3,146.25,2.55,
EcalT2M3,L. californica,cal,E,2,3,6,3.4,15,326.25,5.69,123.75,2.16,
EcalT2M3,L. californica,cal,E,2,3,7,4.25,15,326.25,5.69,123.75,2.16,
EfreT1M1,L. fremontii,fre,E,1,1,NA,NA,NA,NA,NA,NA,NA,NA
EfreT1M2,L. fremontii,fre,E,1,2,1,11.4,11,236.25,4.12,213.75,3.73,clump
EfreT1M2,L. fremontii,fre,E,1,2,2,11.8,11,236.25,4.12,213.75,3.73,clump
EfreT1M2,L. fremontii,fre,E,1,2,3,11.45,11,236.25,4.12,213.75,3.73,clump
EfreT1M2,L. fremontii,fre,E,1,2,4,12.15,11,236.25,4.12,213.75,3.73,clump
EfreT1M2,L. fremontii,fre,E,1,2,5,11.65,11,236.25,4.12,213.75,3.73,clump
EfreT1M2,L. fremontii,fre,E,1,2,6,8.9,11,236.25,4.12,213.75,3.73,
EfreT1M2,L. fremontii,fre,E,1,2,7,10.2,12,258.75,4.52,191.25,3.34,
EfreT1M3,L. fremontii,fre,E,1,3,1,17.9,2,33.75,0.59,56.25,0.98,
EfreT1M3,L. fremontii,fre,E,1,3,2,12,1,11.25,0.2,78.75,1.37,
EfreT1M3,L. fremontii,fre,E,1,3,3,16.6,1,11.25,0.2,78.75,1.37,
EfreT1M3,L. fremontii,fre,E,1,3,4,14.9,16,348.75,6.09,101.25,1.77,
EfreT2M1,L. fremontii,fre,E,2,1,NA,NA,NA,NA,NA,NA,NA,NA
EfreT2M2,L. fremontii,fre,E,2,2,NA,NA,NA,NA,NA,NA,NA,NA
EfreT2M3,L. fremontii,fre,E,2,3,NA,NA,NA,NA,NA,NA,NA,NA
EglaT1M1,L. glaberrima,gla,E,1,1,1,1.5,10,213.75,3.73,236.25,4.12,
EglaT1M1,L. glaberrima,gla,E,1,1,2,1.6,7,146.25,2.55,303.75,5.3,
EglaT1M1,L. glaberrima,gla,E,1,1,3,2.75,15,326.25,5.69,123.75,2.16,
EglaT1M1,L. glaberrima,gla,E,1,1,4,5.85,16,348.75,6.09,101.25,1.77,
EglaT1M1,L. glaberrima,gla,E,1,1,5,6.8,1,11.25,0.2,78.75,1.37,
EglaT1M1,L. glaberrima,gla,E,1,1,6,12.3,5,101.25,1.77,168.75,2.95,
EglaT1M1,L. glaberrima,gla,E,1,1,7,6.3,5,101.25,1.77,168.75,2.95,
EglaT1M1,L. glaberrima,gla,E,1,1,8,7.5,2,33.75,0.59,56.25,0.98,
EglaT1M2,L. glaberrima,gla,E,1,2,NA,NA,NA,NA,NA,NA,NA,NA
EglaT1M3,L. glaberrima,gla,E,1,3,NA,NA,NA,NA,NA,NA,NA,NA
EglaT2M1,L. glaberrima,gla,E,2,1,NA,NA,NA,NA,NA,NA,NA,NA
EglaT2M2,L. glaberrima,gla,E,2,2,NA,NA,NA,NA,NA,NA,NA,NA
EglaT2M3,L. glaberrima,gla,E,2,3,1,2.7,6,123.75,2.16,326.25,5.69,
EglaT2M3,L. glaberrima,gla,E,2,3,2,5.6,5,101.25,1.77,168.75,2.95,
EglaT2M3,L. glaberrima,gla,E,2,3,3,3.8,4,78.75,1.37,11.25,0.2,
EglaT2M3,L. glaberrima,gla,E,2,3,4,5.3,4,78.75,1.37,11.25,0.2,
EglaT2M3,L. glaberrima,gla,E,2,3,5,5.8,3,56.25,0.98,33.75,0.59,
FcalT1M1,L. californica,cal,F,1,1,1,3.1,4,78.75,1.37,11.25,0.2,
FcalT1M1,L. californica,cal,F,1,1,2,8.3,2,33.75,0.59,56.25,0.98,
FcalT1M1,L. californica,cal,F,1,1,3,11.7,3,56.25,0.98,33.75,0.59,
FcalT1M1,L. californica,cal,F,1,1,4,9.25,4,78.75,1.37,11.25,0.2,
FcalT1M1,L. californica,cal,F,1,1,5,9.4,4,78.75,1.37,11.25,0.2,
FcalT1M2,L. californica,cal,F,1,2,1,0.6,5,101.25,1.77,168.75,2.95,
FcalT1M2,L. californica,cal,F,1,2,2,1.15,4,78.75,1.37,11.25,0.2,
FcalT1M2,L. californica,cal,F,1,2,3,1.25,3,56.25,0.98,33.75,0.59,
FcalT1M2,L. californica,cal,F,1,2,4,2.4,3,56.25,0.98,33.75,0.59,
FcalT1M2,L. californica,cal,F,1,2,5,2.55,4,78.75,1.37,11.25,0.2,
FcalT1M2,L. californica,cal,F,1,2,6,2.15,5,101.25,1.77,168.75,2.95,
FcalT1M2,L. californica,cal,F,1,2,7,1.95,5,101.25,1.77,168.75,2.95,
FcalT1M2,L. californica,cal,F,1,2,8,3.2,5,101.25,1.77,168.75,2.95,
FcalT1M2,L. californica,cal,F,1,2,9,3.25,5,101.25,1.77,168.75,2.95,
