Full ID,Species,SppID,Hub,Transect,Mom,Pin,Distance,Angle_Comp,Angle_Deg_fromN,Angle_Rad_fromN,Angle_Deg_fromE,Angle_Rad_fromE,Notes
HcalT2M2,L. californica,cal,H,2,2,21,6.7,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,22,6.55,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,23,7.85,4,78.75,1.37,11.25,0.2,
HcalT2M2,L. californica,cal,H,2,2,24,8.15,4,78.75,1.37,11.25,0.2,
HcalT2M2,L. californica,cal,H,2,2,25,8.9,4,78.75,1.37,11.25,0.2,
HcalT2M2,L. californica,cal,H,2,2,26,10.45,4,78.75,1.37,11.25,0.2,
HcalT2M2,L. californica,cal,H,2,2,27,7.7,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,28,8.3,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,28,8.05,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,29,9.05,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,30,7.7,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,31,11.35,4,78.75,1.37,11.25,0.2,
HcalT2M2,L. californica,cal,H,2,2,32,7.7,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,33,8.95,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,34,7.35,5,101.25,1.77,168.75,2.95,
HcalT2M2,L. californica,cal,H,2,2,35,8.05,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,36,10.65,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,37,7.5,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,39,7.65,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,40,9.05,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,41,11.2,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,42,13.7,6,123.75,2.16,326.25,5.69,
HcalT2M2,L. californica,cal,H,2,2,43,9.8,7,146.25,2.55,303.75,5.3,
HcalT2M2,L. californica,cal,H,2,2,44,12.05,7,146.25,2.55,303.75,5.3,
HcalT2M3,L. californica,cal,H,2,3,NA,NA,NA,NA,NA,NA,NA,NA
HfreT1M1,L. fremontii,fre,H,1,1,NA,NA,NA,NA,NA,NA,NA,NA
HfreT1M2,L. fremontii,fre,H,1,2,NA,NA,NA,NA,NA,NA,NA,NA
HfreT1M3,L. fremontii,fre,H,1,3,NA,NA,NA,NA,NA,NA,NA,NA
HfreT2M1,L. fremontii,fre,H,2,1,NA,NA,NA,NA,NA,NA,NA,NA
HfreT2M2,L. fremontii,fre,H,2,2,1,13.8,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,2,10.7,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,3,12.05,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,4,12.3,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,5,11.95,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,6,12.6,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,7,12.3,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,8,12.2,4,78.75,1.37,11.25,0.2,
HfreT2M2,L. fremontii,fre,H,2,2,9,13,3,56.25,0.98,33.75,0.59,
HfreT2M3,L. fremontii,fre,H,2,3,NA,NA,NA,NA,NA,NA,NA,NA
HglaT1M1,L. glaberrima,gla,H,1,1,1,0.8,4,78.75,1.37,11.25,0.2,
HglaT1M1,L. glaberrima,gla,H,1,1,2,1.55,10,213.75,3.73,236.25,4.12,
HglaT1M1,L. glaberrima,gla,H,1,1,3,2.35,10,213.75,3.73,236.25,4.12,
HglaT1M1,L. glaberrima,gla,H,1,1,4,1.35,15,326.25,5.69,123.75,2.16,
HglaT1M1,L. glaberrima,gla,H,1,1,5,2.4,15,326.25,5.69,123.75,2.16,
HglaT1M1,L. glaberrima,gla,H,1,1,6,1.8,14,303.75,5.3,146.25,2.55,
HglaT1M1,L. glaberrima,gla,H,1,1,7,1.85,13,281.25,4.91,168.75,2.95,
HglaT1M1,L. glaberrima,gla,H,1,1,8,1.5,13,281.25,4.91,168.75,2.95,
HglaT1M1,L. glaberrima,gla,H,1,1,9,2.2,13,281.25,4.91,168.75,2.95,
HglaT1M2,L. glaberrima,gla,H,1,2,NA,NA,NA,NA,NA,NA,NA,NA
HglaT1M3,L. glaberrima,gla,H,1,3,1,3.1,13,281.25,4.91,168.75,2.95,
HglaT1M3,L. glaberrima,gla,H,1,3,2,4.3,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,3,6.05,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,4,6.1,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,5,5.1,11,236.25,4.12,213.75,3.73,
HglaT1M3,L. glaberrima,gla,H,1,3,6,6.1,10,213.75,3.73,236.25,4.12,
HglaT1M3,L. glaberrima,gla,H,1,3,7,7.4,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,8,11.7,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,9,12.6,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,10,13.7,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,11,14.2,12,258.75,4.52,191.25,3.34,
HglaT1M3,L. glaberrima,gla,H,1,3,12,11.8,11,236.25,4.12,213.75,3.73,
HglaT1M3,L. glaberrima,gla,H,1,3,13,12.45,11,236.25,4.12,213.75,3.73,
HglaT1M3,L. glaberrima,gla,H,1,3,14,14.2,11,236.25,4.12,213.75,3.73,
HglaT2M1,L. glaberrima,gla,H,2,1,NA,NA,NA,NA,NA,NA,NA,NA
HglaT2M2,L. glaberrima,gla,H,2,2,1,11.9,11,236.25,4.12,213.75,3.73,
HglaT2M2,L. glaberrima,gla,H,2,2,2,10.4,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,3,15.5,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,4,15.75,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,5,9,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,6,9.9,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,7,10.3,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,8,11.2,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,9,12.25,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,10,13,9,191.25,3.34,258.75,4.52,
HglaT2M2,L. glaberrima,gla,H,2,2,11,9.25,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,12,10.4,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,13,7.15,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,14,13.3,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,15,11.5,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,16,10.45,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,17,11.9,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,18,11.1,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,19,13,8,168.75,2.95,281.25,4.91,
HglaT2M2,L. glaberrima,gla,H,2,2,20,11.65,7,146.25,2.55,303.75,5.3,
HglaT2M2,L. glaberrima,gla,H,2,2,21,16.6,7,146.25,2.55,303.75,5.3,
HglaT2M3,L. glaberrima,gla,H,2,3,NA,NA,NA,NA,NA,NA,NA,NA
IcalT1M1,L. californica,cal,I,1,1,NA,NA,NA,NA,NA,NA,NA,NA
IcalT1M2,L. californica,cal,I,1,2,1,2.35,15,326.25,5.69,123.75,2.16,
IcalT1M2,L. californica,cal,I,1,2,2,5.65,1,11.25,0.2,78.75,1.37,
IcalT1M2,L. californica,cal,I,1,2,3,6.5,1,11.25,0.2,78.75,1.37,
IcalT1M2,L. californica,cal,I,1,2,4,5.45,2,33.75,0.59,56.25,0.98,
IcalT1M2,L. californica,cal,I,1,2,5,5.15,3,56.25,0.98,33.75,0.59,
IcalT1M2,L. californica,cal,I,1,2,6,5.15,3,56.25,0.98,33.75,0.59,
IcalT1M2,L. californica,cal,I,1,2,7,5.85,4,78.75,1.37,11.25,0.2,
IcalT1M2,L. californica,cal,I,1,2,8,2.75,5,101.25,1.77,168.75,2.95,
IcalT1M3,L. californica,cal,I,1,3,NA,NA,NA,NA,NA,NA,NA,NA
IcalT2M1,L. californica,cal,I,2,1,NA,NA,NA,NA,NA,NA,NA,NA
IcalT2M2,L. californica,cal,I,2,2,1,4.1,4,78.75,1.37,11.25,0.2,
IcalT2M2,L. californica,cal,I,2,2,2,9.4,4,78.75,1.37,11.25,0.2,
IcalT2M2,L. californica,cal,I,2,2,3,12.7,3,56.25,0.98,33.75,0.59,
IcalT2M2,L. californica,cal,I,2,2,4,6.5,2,33.75,0.59,56.25,0.98,
IcalT2M2,L. californica,cal,I,2,2,5,6.7,2,33.75,0.59,56.25,0.98,
IcalT2M2,L. californica,cal,I,2,2,6,6.1,2,33.75,0.59,56.25,0.98,
IcalT2M2,L. californica,cal,I,2,2,7,14.3,2,33.75,0.59,56.25,0.98,
IcalT2M2,L. californica,cal,I,2,2,8,14.25,2,33.75,0.59,56.25,0.98,
IcalT2M2,L. californica,cal,I,2,2,9,12.1,1,11.25,0.2,78.75,1.37,
IcalT2M2,L. californica,cal,I,2,2,10,12.75,1,11.25,0.2,78.75,1.37,
IcalT2M2,L. californica,cal,I,2,2,11,12.5,1,11.25,0.2,78.75,1.37,
IcalT2M3,L. californica,cal,I,2,3,1,5.35,2,33.75,0.59,56.25,0.98,
IcalT2M3,L. californica,cal,I,2,3,2,7.45,4,78.75,1.37,11.25,0.2,
IcalT2M3,L. californica,cal,I,2,3,3,11.5,4,78.75,1.37,11.25,0.2,
IcalT2M3,L. californica,cal,I,2,3,4,12.8,5,101.25,1.77,168.75,2.95,
IcalT2M3,L. californica,cal,I,2,3,5,10.4,5,101.25,1.77,168.75,2.95,clump
IcalT2M3,L. californica,cal,I,2,3,6,10.8,5,101.25,1.77,168.75,2.95,clump
IcalT2M3,L. californica,cal,I,2,3,7,10.6,5,101.25,1.77,168.75,2.95,clump
IcalT2M3,L. californica,cal,I,2,3,8,11,5,101.25,1.77,168.75,2.95,clump
IcalT2M3,L. californica,cal,I,2,3,9,11.5,5,101.25,1.77,168.75,2.95,clump
IcalT2M3,L. californica,cal,I,2,3,10,12.2,5,101.25,1.77,168.75,2.95,
IcalT2M3,L. californica,cal,I,2,3,11,12,5,101.25,1.77,168.75,2.95,
IcalT2M3,L. californica,cal,I,2,3,12,13.6,5,101.25,1.77,168.75,2.95,
IcalT2M3,L. californica,cal,I,2,3,13,11.35,5,101.25,1.77,168.75,2.95,
IcalT2M3,L. californica,cal,I,2,3,14,12.45,4,78.75,1.37,11.25,0.2,
IcalT2M3,L. californica,cal,I,2,3,15,11.9,4,78.75,1.37,11.25,0.2,
IfreT1M1,L. fremontii,fre,I,1,1,1,4.35,7,146.25,2.55,303.75,5.3,
IfreT1M1,L. fremontii,fre,I,1,1,2,1.9,5,101.25,1.77,168.75,2.95,
IfreT1M1,L. fremontii,fre,I,1,1,3,3.95,4,78.75,1.37,11.25,0.2,
IfreT1M1,L. fremontii,fre,I,1,1,4,5.5,4,78.75,1.37,11.25,0.2,
IfreT1M1,L. fremontii,fre,I,1,1,5,6.8,4,78.75,1.37,11.25,0.2,
IfreT1M1,L. fremontii,fre,I,1,1,6,5.1,14,303.75,5.3,146.25,2.55,
IfreT1M1,L. fremontii,fre,I,1,1,7,1.4,15,326.25,5.69,123.75,2.16,
IfreT1M1,L. fremontii,fre,I,1,1,8,2.55,15,326.25,5.69,123.75,2.16,
IfreT1M1,L. fremontii,fre,I,1,1,9,5.55,15,326.25,5.69,123.75,2.16,
IfreT1M1,L. fremontii,fre,I,1,1,10,6.55,16,348.75,6.09,101.25,1.77,
IfreT1M1,L. fremontii,fre,I,1,1,11,13.5,16,348.75,6.09,101.25,1.77,
IfreT1M1,L. fremontii,fre,I,1,1,12,4.6,16,348.75,6.09,101.25,1.77,
IfreT1M1,L. fremontii,fre,I,1,1,13,4.45,2,33.75,0.59,56.25,0.98,
IfreT1M1,L. fremontii,fre,I,1,1,14,7.55,3,56.25,0.98,33.75,0.59,
IfreT1M1,L. fremontii,fre,I,1,1,15,9.9,3,56.25,0.98,33.75,0.59,
IfreT1M2,L. fremontii,fre,I,1,2,1,0.6,2,33.75,0.59,56.25,0.98,
IfreT1M2,L. fremontii,fre,I,1,2,2,4.8,10,213.75,3.73,236.25,4.12,clump1
IfreT1M2,L. fremontii,fre,I,1,2,3,4.9,10,213.75,3.73,236.25,4.12,clump1
IfreT1M2,L. fremontii,fre,I,1,2,4,5.25,10,213.75,3.73,236.25,4.12,clump1
IfreT1M2,L. fremontii,fre,I,1,2,5,4.6,10,213.75,3.73,236.25,4.12,clump1
IfreT1M2,L. fremontii,fre,I,1,2,6,6.8,13,281.25,4.91,168.75,2.95,clump2
IfreT1M2,L. fremontii,fre,I,1,2,7,6.95,13,281.25,4.91,168.75,2.95,clump2
IfreT1M2,L. fremontii,fre,I,1,2,8,6.5,13,281.25,4.91,168.75,2.95,clump2
IfreT1M3,L. fremontii,fre,I,1,3,NA,NA,NA,NA,NA,NA,NA,NA
IfreT2M1,L. fremontii,fre,I,2,1,NA,NA,NA,NA,NA,NA,NA,NA
IfreT2M2,L. fremontii,fre,I,2,2,NA,NA,NA,NA,NA,NA,NA,NA
IfreT2M3,L. fremontii,fre,I,2,3,1,2.45,13,281.25,4.91,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,2,5.25,4,78.75,1.37,11.25,0.2,
IfreT2M3,L. fremontii,fre,I,2,3,3,5,4,78.75,1.37,11.25,0.2,
IfreT2M3,L. fremontii,fre,I,2,3,4,3.3,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,5,4.2,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,6,4.95,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,7,4.05,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,8,7.75,4,78.75,1.37,11.25,0.2,
IfreT2M3,L. fremontii,fre,I,2,3,9,10.35,3,56.25,0.98,33.75,0.59,
IfreT2M3,L. fremontii,fre,I,2,3,10,7.65,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,11,8.75,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,12,9.8,5,101.25,1.77,168.75,2.95,
IfreT2M3,L. fremontii,fre,I,2,3,13,9.25,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,14,9.9,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,15,8.25,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,16,8.9,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,17,9.45,6,123.75,2.16,326.25,5.69,
IfreT2M3,L. fremontii,fre,I,2,3,18,9.95,6,123.75,2.16,326.25,5.69,
IglaT1M1,L. glaberrima,gla,I,1,1,1,20.5,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,2,22.65,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,3,21.8,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,4,23.65,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,5,23.35,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,6,19.3,3,56.25,0.98,33.75,0.59,
IglaT1M1,L. glaberrima,gla,I,1,1,7,19.5,3,56.25,0.98,33.75,0.59,
IglaT1M1,L. glaberrima,gla,I,1,1,8,21,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,9,24.25,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,10,24.8,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,11,25.1,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,12,23.35,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,13,22.8,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,14,24.4,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,15,25.5,4,78.75,1.37,11.25,0.2,
IglaT1M1,L. glaberrima,gla,I,1,1,16,32.9,4,78.75,1.37,11.25,0.2,
IglaT1M2,L. glaberrima,gla,I,1,2,1,4.1,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,2,4.85,7,146.25,2.55,303.75,5.3,
IglaT1M2,L. glaberrima,gla,I,1,2,3,5.3,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,4,6.7,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,5,6.2,9,191.25,3.34,258.75,4.52,
IglaT1M2,L. glaberrima,gla,I,1,2,6,7.6,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,7,8.1,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,8,7.8,7,146.25,2.55,303.75,5.3,
IglaT1M2,L. glaberrima,gla,I,1,2,9,8.05,8,168.75,2.95,281.25,4.91,
IglaT1M2,L. glaberrima,gla,I,1,2,10,8.55,7,146.25,2.55,303.75,5.3,
IglaT1M3,L. glaberrima,gla,I,1,3,NA,NA,NA,NA,NA,NA,NA,NA
IglaT2M1,L. glaberrima,gla,I,2,1,NA,NA,NA,NA,NA,NA,NA,NA
IglaT2M2,L. glaberrima,gla,I,2,2,1,5.9,1,11.25,0.2,78.75,1.37,
IglaT2M2,L. glaberrima,gla,I,2,2,2,6.6,1,11.25,0.2,78.75,1.37,
IglaT2M2,L. glaberrima,gla,I,2,2,3,7.8,1,11.25,0.2,78.75,1.37,
IglaT2M3,L. glaberrima,gla,I,2,3,NA,NA,NA,NA,NA,NA,NA,NA
JcalT1M1,L. californica,cal,J,1,1,1,3.7,5,101.25,1.77,168.75,2.95,
JcalT1M1,L. californica,cal,J,1,1,2,6.2,4,78.75,1.37,11.25,0.2,
JcalT1M1,L. californica,cal,J,1,1,3,23.85,4,78.75,1.37,11.25,0.2,
JcalT1M2,L. californica,cal,J,1,2,1,1.9,6,123.75,2.16,326.25,5.69,
JcalT1M2,L. californica,cal,J,1,2,2,3.5,6,123.75,2.16,326.25,5.69,
JcalT1M2,L. californica,cal,J,1,2,3,5.4,2,33.75,0.59,56.25,0.98,
JcalT1M2,L. californica,cal,J,1,2,4,3.9,3,56.25,0.98,33.75,0.59,
JcalT1M2,L. californica,cal,J,1,2,5,2.9,3,56.25,0.98,33.75,0.59,
JcalT1M2,L. californica,cal,J,1,2,6,4.95,3,56.25,0.98,33.75,0.59,
JcalT1M2,L. californica,cal,J,1,2,7,6.6,5,101.25,1.77,168.75,2.95,
JcalT1M2,L. californica,cal,J,1,2,8,8.1,7,146.25,2.55,303.75,5.3,
JcalT1M3,L. californica,cal,J,1,3,NA,NA,NA,NA,NA,NA,NA,NA
JcalT2M1,L. californica,cal,J,2,1,1,5.9,3,56.25,0.98,33.75,0.59,
JcalT2M1,L. californica,cal,J,2,1,2,6,3,56.25,0.98,33.75,0.59,
JcalT2M1,L. californica,cal,J,2,1,3,6.3,3,56.25,0.98,33.75,0.59,
JcalT2M1,L. californica,cal,J,2,1,4,8.25,2,33.75,0.59,56.25,0.98,
JcalT2M1,L. californica,cal,J,2,1,5,8.6,2,33.75,0.59,56.25,0.98,
JcalT2M1,L. californica,cal,J,2,1,6,8.5,2,33.75,0.59,56.25,0.98,
JcalT2M2,L. californica,cal,J,2,2,NA,NA,NA,NA,NA,NA,NA,NA
JcalT2M3,L. californica,cal,J,2,3,NA,NA,NA,NA,NA,NA,NA,NA
JfreT1M1,L. fremontii,fre,J,1,1,NA,NA,NA,NA,NA,NA,NA,NA
JfreT1M2,L. fremontii,fre,J,1,2,NA,NA,NA,NA,NA,NA,NA,NA
JfreT1M3,L. fremontii,fre,J,1,3,NA,NA,NA,NA,NA,NA,NA,NA
JfreT2M1,L. fremontii,fre,J,2,1,NA,NA,NA,NA,NA,NA,NA,NA
JfreT2M2,L. fremontii,fre,J,2,2,NA,NA,NA,NA,NA,NA,NA,NA
JfreT2M3,L. fremontii,fre,J,2,3,NA,NA,NA,NA,NA,NA,NA,NA
JglaT1M1,L. glaberrima,gla,J,1,1,1,13.8,16,348.75,6.09,101.25,1.77,
JglaT1M1,L. glaberrima,gla,J,1,1,2,14.8,16,348.75,6.09,101.25,1.77,
JglaT1M1,L. glaberrima,gla,J,1,1,3,15.9,16,348.75,6.09,101.25,1.77,
JglaT1M2,L. glaberrima,gla,J,1,2,NA,NA,NA,NA,NA,NA,NA,NA
JglaT1M3,L. glaberrima,gla,J,1,3,NA,NA,NA,NA,NA,NA,NA,NA
JglaT2M1,L. glaberrima,gla,J,2,1,NA,NA,NA,NA,NA,NA,NA,NA
JglaT2M2,L. glaberrima,gla,J,2,2,NA,NA,NA,NA,NA,NA,NA,NA
JglaT2M3,L. glaberrima,gla,J,2,3,NA,NA,NA,NA,NA,NA,NA,NA